UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
154156,"R",154091402,"R",41681350,"R",0,"R",215414258,"R",43200344,"R",24230286,"R",155356673,"R",16857241,"R",9403850,"R",7453391,"R",172213914,"R",4025780,"R",61698135,"R",18294369,"R",5258012,"R",0,"R",89276296,"R",47594946,"R",73606781,"R",61364575,"R",0,"R",12242206,"R",159971708,"R",0,"R",172213914,"R",0,"R",0,"R",0,"R",0,"R",876991,"R",1364728,"R",2241719,"R",2241719,"R",0,"R",2241719,"R",56406761,"R",56406761,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1118846,"R",1118846,"R",0,"R",0,"R",486,"R",486,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1320134,"R",445130,"R",762280,"R",112724,"R",1202906,"R",327902,"R",762280,"R",112724,"R",117228,"R",117228,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9567597,"R",8728086,"R",592904,"R",246607,"R",4238996,"R",4238996,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",953961,"R",934711,"R",19250,"R",0,"R",73606781,"R",71873016,"R",1374434,"R",359331,"R",0,"R",984785,"R",-984785,"R",0,"R",73606781,"R",72857801,"R",389649,"R",359331,"R",20059688,"R",11231234,"R",1818085,"R",450678,"R",0,"R",0,"R",18204984,"R",9837932,"R",4154217,"R",1809213,"R",17127601,"R",6291979,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",61364575,"R",29621036,"R",7396422,"R",4761940,"R",2839497,"R",703480,"R",16042200, 1,"R",131612307,"R",139570446
154174,"R",77426735,"R",94099077,"R",0,"R",199627651,"R",36579566,"R",19067922,"R",119575566,"R",43472519,"R",15220026,"R",28252493,"R",163048085,"R",16210216,"R",123843499,"R",20957509,"R",1571045,"R",0,"R",162582269,"R",68483192,"R",89222268,"R",72866971,"R",0,"R",16355297,"R",146692788,"R",0,"R",163048085,"R",109119,"R",853191,"R",0,"R",0,"R",943400,"R",3658516,"R",5564226,"R",4428503,"R",0,"R",4428503,"R",69655134,"R",69655134,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1819715,"R",1819715,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7252674,"R",601869,"R",5759453,"R",891352,"R",7142904,"R",492099,"R",5759453,"R",891352,"R",109770,"R",109770,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4679505,"R",2054312,"R",2625193,"Z",0,"R",1562586,"R",1562586,"R",3377221,"R",3377221,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",875433,"R",875433,"R",0,"R",0,"R",89222268,"R",79946270,"R",8384646,"R",891352,"R",0,"R",3117410,"R",-3117410,"Z",0,"R",89222268,"R",83063680,"R",5267236,"R",891352,"R",29688364,"R",16720599,"R",3482675,"R",1433253,"R",0,"R",0,"R",5414510,"R",2054926,"R",10979367,"R",4636835,"R",17854701,"R",6559861,"R",4693538,"R",492473,"R",753816,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",72866971,"R",31897947,"R",8500746,"R",8775421,"R",4519077,"R",662782,"R",18510998, 1,"R",52562568,"R",55450449
154235,"R",158797140,"R",127153317,"R",0,"R",309642424,"R",83041278,"R",57870361,"R",194389490,"R",32211656,"R",14529989,"R",17681667,"R",226601146,"R",14696036,"R",153698895,"R",19454975,"R",3861770,"R",0,"R",191711676,"R",64558359,"R",88442640,"R",69478989,"R",0,"R",18963651,"R",207637495,"R",0,"R",226601146,"R",2862452,"R",136345,"R",1924252,"R",0,"R",492006,"R",29145164,"R",34560219,"R",30187514,"R",0,"R",30187514,"R",51480053,"R",51480053,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",413791,"R",413791,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6828658,"R",1689794,"R",4139003,"R",999861,"R",6828658,"R",1689794,"R",4139003,"R",999861,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9799706,"R",8655361,"R",1144345,"R",0,"R",0,"R",0,"R",16997873,"R",16997873,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2922559,"R",2921653,"R",906,"R",0,"R",88442640,"R",82158525,"R",5284254,"R",999861,"R",0,"R",-10874808,"R",10874808,"R",0,"R",88442640,"R",71283717,"R",16159062,"R",999861,"R",27896637,"R",17982226,"R",0,"R",0,"R",0,"R",0,"R",7370375,"R",3044238,"R",10677161,"R",4680520,"R",7451635,"R",3061533,"R",12553788,"R",834165,"R",713024,"R",0,"R",0,"R",0,"R",0,"R",2816369,"R",0,"R",69478989,"R",29602682,"R",6848427,"R",6501370,"R",5693665,"R",1277911,"R",19554934, 1,"R",139837571,"R",158227186
154262,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",326368,"R",14500,"R",322003,"R",0,"R",350790,"R",38995,"R",1052656,"R",164093,"R",0,"R",164093,"R",3372430,"R",3372430,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",340868,"R",340868,"R",0,"R",0,"R",322003,"R",322003,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",171218,"R",0,"R",166085,"R",5133,"R",171218,"R",0,"R",166085,"R",5133,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",4206519,"R",4035301,"R",166085,"R",5133,"R",0,"R",0,"Z",0,"Z",0,"R",4206519,"R",4035301,"R",166085,"R",5133,"R",2595559,"R",1499372,"R",0,"R",0,"R",0,"R",0,"R",1269770,"R",733506,"R",639553,"R",369450,"R",163389,"R",94385,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4668271,"R",2696713,"R",610391,"R",0,"R",6740,"R",0,"R",1354427, 1,"R",1090545,"R",1095288
154350,"R",86435227,"R",55702419,"R",0,"R",157999908,"R",35825770,"R",25917333,"R",38467927,"R",83706211,"R",54696111,"R",29010100,"R",122174138,"R",2248494,"R",101217730,"R",16607914,"R",307794,"R",0,"R",120381932,"R",64679513,"R",44990964,"R",39871750,"R",0,"R",5119214,"R",117054924,"R",0,"R",122174138,"R",1783455,"R",259758,"R",2878718,"R",0,"R",2809864,"R",21193314,"R",28925109,"R",24139420,"R",0,"R",24139420,"R",22199837,"R",22199837,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",922257,"R",922257,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6572233,"R",1534529,"R",4538791,"R",498913,"R",6572233,"R",1534529,"R",4538791,"R",498913,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6755435,"R",4510818,"R",2046718,"R",197899,"R",0,"R",0,"R",7919009,"R",7919009,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",622193,"R",619795,"R",2398,"R",0,"R",44990964,"R",37706245,"R",6587907,"R",696812,"R",0,"R",729633,"R",-729633,"R",0,"R",44990964,"R",38435878,"R",5858274,"R",696812,"R",15247738,"R",8268177,"R",0,"R",0,"R",0,"R",0,"R",1922744,"R",950331,"R",9566589,"R",3871339,"R",5711431,"R",2632425,"R",7423248,"R",386669,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39871750,"R",16108941,"R",5782650,"R",3726771,"R",3441158,"R",829816,"R",9982414, 1,"R",84607132,"R",86947836
154493,"R",18441241,"R",84536252,"R",0,"R",125507051,"R",78838755,"R",70374038,"R",26818167,"R",19850129,"R",13477375,"R",6372754,"R",46668296,"R",11809674,"R",100217373,"R",14398289,"R",557007,"R",582048,"R",127564391,"R",43028139,"R",53965544,"R",54909313,"R",0,"R",-943769,"R",47612065,"R",0,"R",46668296,"R",8365169,"R",833022,"R",2832171,"R",0,"R",213346,"R",16277739,"R",28521447,"R",17339273,"R",0,"R",17339273,"R",43857150,"R",43857150,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",531131,"R",531131,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",531590,"R",496664,"R",34926,"R",0,"R",531590,"R",496664,"R",34926,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",399719,"R",51108,"R",348611,"Z",0,"R",0,"R",0,"R",5139946,"R",5139946,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3506008,"R",2965623,"R",31182,"R",509203,"R",53965544,"R",53041622,"R",414719,"R",509203,"R",0,"R",0,"Z",0,"Z",0,"R",53965544,"R",53041622,"R",414719,"R",509203,"R",23523104,"R",14719866,"R",0,"Z",0,"R",0,"Z",0,"R",2359432,"R",909300,"R",10109337,"R",4608882,"R",13106433,"R",4625379,"R",5811007,"R",158993,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",54909313,"R",25022420,"R",6478001,"R",4284617,"R",3079645,"R",756209,"R",15288421, 1,"R",17174690,"R",18448500
154527,"R",84853693,"R",100162122,"R",0,"R",210607449,"R",92658872,"R",79707656,"R",41406910,"R",76541667,"R",57853034,"R",18688633,"R",117948577,"R",12593947,"R",131494500,"R",9454842,"R",0,"R",0,"R",153543289,"R",53381167,"R",52642170,"R",50260810,"R",-140941,"R",2240419,"R",115708158,"R",0,"R",117948577,"R",1575395,"R",416145,"R",2514044,"R",0,"R",3681154,"R",29389803,"R",37576541,"R",33237085,"R",0,"R",33237085,"R",24189733,"R",24189733,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",332307,"R",332307,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4406160,"R",2540949,"R",519130,"R",1346081,"R",4348877,"R",2540949,"R",461847,"R",1346081,"R",57283,"R",0,"R",57283,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5691034,"R",4392336,"R",1288912,"R",9786,"R",159693,"R",159693,"R",15180699,"R",15180699,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2682544,"R",2682544,"R",0,"R",0,"R",52642170,"R",49478261,"R",1808042,"R",1355867,"R",0,"R",0,"R",0,"R",0,"R",52642170,"R",49478261,"R",1808042,"R",1355867,"R",14826510,"R",7084306,"R",0,"R",0,"R",482762,"R",131588,"R",3816875,"R",1148006,"R",12253276,"R",4057211,"R",7545584,"R",3102050,"R",11335803,"R",2608024,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50260810,"R",18131185,"R",7407976,"R",2545629,"R",4193194,"R",3793767,"R",14189059, 1,"R",73859094,"R",76738257
154536,"R",27355237,"R",10010306,"Z",0,"R",43200598,"R",6841671,"R",6134478,"R",6515252,"R",29843675,"R",24175028,"R",5668647,"R",36358927,"R",382329,"R",17968092,"R",2534246,"R",0,"R",0,"R",20884667,"R",10874361,"R",6626212,"R",5345709,"R",0,"R",1280503,"R",35078424,"R",0,"R",36358927,"R",0,"R",0,"R",0,"R",0,"R",1010331,"Z",0,"R",1010331,"R",1010331,"R",0,"R",1010331,"R",1050871,"R",1050871,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15902,"R",15902,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2618313,"R",1900149,"R",259975,"R",458189,"R",2618313,"R",1900149,"R",259975,"R",458189,"R",0,"R",0,"R",0,"R",0,"R",770232,"R",770232,"R",0,"R",0,"R",1581736,"R",305092,"R",1285037,"R",-8393,"R",0,"R",0,"R",543025,"R",543025,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46133,"R",46133,"R",0,"R",0,"R",6626212,"R",4631404,"R",1545012,"R",449796,"R",0,"R",1293201,"R",-1293201,"Z",0,"R",6626212,"R",5924605,"R",251811,"R",449796,"R",1308004,"R",801523,"Z",0,"Z",0,"Z",0,"Z",0,"R",638398,"R",271783,"R",312396,"R",306913,"R",1977080,"R",878200,"R",809831,"R",74351,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",300000,"R",0,"R",5345709,"R",2332770,"R",766222,"R",419581,"R",484959,"R",179188,"R",1162989, 1,"R",27047288,"R",28008187
154590,"R",6542428,"R",52590726,"R",0,"R",77020911,"R",54173829,"R",47596476,"R",5436942,"R",17410140,"R",7926496,"R",9483644,"R",22847082,"R",1242751,"R",62256857,"R",17721310,"R",475935,"Z",0,"R",81696853,"R",29106127,"R",22853747,"R",22550085,"R",0,"R",303662,"R",22543420,"R",0,"R",22847082,"R",3184752,"R",322876,"R",1705113,"R",0,"R",611674,"R",12837500,"R",18661915,"R",14512928,"R",0,"R",14512928,"R",12156072,"R",12156072,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",327952,"R",327952,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",5978054,"R",4269524,"R",1429676,"R",278854,"R",5978054,"R",4269524,"R",1429676,"R",278854,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",204853,"R",70769,"R",127267,"R",6817,"Z",0,"Z",0,"R",3675481,"R",3675481,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",511335,"R",517699,"R",-6364,"R",0,"R",22853747,"R",21017497,"R",1550579,"R",285671,"R",0,"R",2170785,"R",-2170785,"Z",0,"R",22853747,"R",23188282,"R",-620206,"R",285671,"R",6322876,"R",3669095,"R",0,"R",0,"R",0,"R",0,"R",1314354,"R",586233,"R",6387568,"R",2067210,"R",4628330,"R",1459336,"R",3896957,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22550085,"R",7781874,"R",2150648,"R",2667508,"R",1546483,"R",1687678,"R",6715894, 1,"R",7640825,"R",7926496
154688,"R",51823713,"R",42985949,"R",0,"R",100869452,"R",30687118,"R",16918917,"R",30673382,"R",39508952,"R",36015213,"R",3493739,"R",70182334,"R",4323317,"R",67076656,"R",12596342,"R",0,"R",0,"R",83996315,"R",41010366,"R",38018056,"R",36421543,"R",0,"R",1596513,"R",68585821,"R",0,"R",70182334,"R",2153982,"R",265940,"R",758836,"R",0,"R",880509,"R",15155214,"R",19214481,"R",15155214,"R",0,"R",15155214,"R",25436916,"R",25436916,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",94003,"R",94003,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4701030,"R",2306523,"R",1964100,"R",430407,"R",4701030,"R",2306523,"R",1964100,"R",430407,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3483691,"R",767598,"R",2716093,"Z",0,"Z",0,"Z",0,"R",4302416,"R",4302416,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",38018056,"R",32907456,"R",4680193,"R",430407,"R",0,"R",-4392098,"R",4392098,"Z",0,"R",38018056,"R",28515358,"R",9072291,"R",430407,"R",13436907,"R",7062280,"R",0,"R",0,"R",0,"R",0,"R",2077730,"R",916052,"R",9230538,"R",3809594,"R",7425713,"R",2589149,"R",3370145,"R",100190,"R",0,"R",0,"R",0,"R",0,"R",0,"R",880510,"R",540,"R",36421543,"R",14477805,"R",2637390,"R",3524617,"R",2595271,"R",787321,"R",12399139, 1,"R",38515266,"R",38552488
154712,"R",34511764,"R",94982515,"R",0,"R",150679831,"R",65605662,"R",57176711,"R",48626804,"R",36447365,"R",23071757,"R",13375608,"R",85074169,"R",1144395,"R",145852213,"R",14882055,"R",1901986,"R",2435990,"R",166216639,"R",71234124,"R",50724402,"R",49643152,"R",0,"R",1081250,"R",83992919,"R",0,"R",85074169,"R",1660338,"R",784038,"R",690190,"R",0,"R",717253,"R",26690865,"R",30542684,"R",27408118,"R",0,"R",27408118,"R",25336935,"R",25336935,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5994115,"R",2084879,"R",3067979,"R",841257,"R",5994115,"R",2084879,"R",3067979,"R",841257,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1870589,"R",507356,"R",1342174,"R",21059,"R",0,"R",0,"R",15621746,"R",15621746,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1901017,"R",1478473,"R",422544,"R",0,"R",50724402,"R",45029389,"R",4832697,"R",862316,"R",0,"R",4307895,"R",-4307895,"R",0,"R",50724402,"R",49337284,"R",524802,"R",862316,"R",15358910,"R",8479383,"R",4533,"R",1680,"R",0,"R",0,"R",3020419,"R",599267,"R",5960128,"R",2132584,"R",11061485,"R",2870984,"R",14237677,"R",2048028,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49643152,"R",16131926,"R",6097200,"R",5069698,"R",6593707,"R",1479774,"R",14270847, 1,"R",24371014,"R",26238608
154721,"R",4959426,"R",26339824,"R",0,"R",38882847,"R",24690892,"R",96066,"R",-14713565,"R",28905520,"R",28196284,"R",709236,"R",14191955,"R",2536276,"R",34629185,"R",7784449,"R",38138,"R",0,"R",44988048,"R",18648224,"R",14626445,"R",15420987,"R",3413453,"R",2618911,"R",16810866,"R",-5237822,"R",14191955,"R",1269450,"R",153727,"R",392206,"R",0,"R",6471,"R",5672997,"R",7494851,"R",5152382,"R",0,"R",5152382,"R",1269450,"R",1269450,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",101433,"R",101433,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2436766,"R",1791752,"R",506122,"R",138892,"R",2436766,"R",1791752,"R",506122,"R",138892,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",519226,"R",190902,"R",68711,"R",259613,"R",10299570,"R",10544609,"R",-4342,"R",-240697,"R",14626445,"R",13898146,"R",570491,"R",157808,"R",0,"R",0,"Z",0,"Z",0,"R",14626445,"R",13898146,"R",570491,"R",157808,"R",3701694,"R",2009818,"R",0,"R",0,"R",319900,"R",27514,"R",884083,"R",172661,"R",4423965,"R",1732273,"R",4175342,"R",968953,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1916003,"R",30824,"R",15420987,"R",4942043,"R",449154,"R",1406527,"R",1374624,"R",1096662,"R",6151977, 1,"R",4856798,"R",4959426
154749,"R",18237285,"R",19159030,"Z",0,"R",43195780,"R",5638040,"R",1740000,"R",10881290,"R",26676450,"R",21383206,"R",5293244,"R",37557740,"R",1479359,"R",36888067,"R",6283477,"R",409413,"R",0,"R",45060316,"R",25901286,"R",14646976,"R",14382691,"R",0,"R",264285,"R",37293455,"R",0,"R",37557740,"R",954691,"R",126471,"R",415108,"R",0,"R",160201,"R",6758881,"R",8415352,"R",7460661,"R",0,"R",7460661,"R",6275438,"R",6275438,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3239006,"R",1566989,"R",1341534,"R",330483,"R",2915507,"R",1566989,"R",1018035,"R",330483,"R",323499,"R",0,"R",323499,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1506357,"R",713141,"R",793216,"Z",0,"Z",0,"Z",0,"R",3626175,"R",3626175,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1561277,"R",-1561277,"R",0,"R",14646976,"R",13743020,"R",573473,"R",330483,"R",0,"R",-1561277,"R",1561277,"Z",0,"R",14646976,"R",12181743,"R",2134750,"R",330483,"R",3809514,"R",2420807,"R",0,"R",0,"R",720942,"R",390985,"R",1199677,"R",574733,"R",4475099,"R",1691787,"R",2740013,"R",770951,"R",1437446,"R",835580,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14382691,"R",6684843,"R",1355541,"R",598267,"R",1334408,"R",147443,"R",4262189, 1,"R",18557369,"R",18939979
154855,"R",2546565,"R",7151750,"R",170002,"R",16379755,"R",11323962,"R",8380533,"R",-1658750,"R",6714543,"R",6469546,"R",244997,"R",5055793,"R",1939391,"R",11008806,"R",1822333,"R",105301,"R",400854,"R",15276685,"R",8124935,"R",13754621,"R",15029694,"R",314909,"R",-960164,"R",6015957,"R",0,"R",5055793,"R",2257209,"R",85840,"R",126000,"R",0,"R",0,"R",4955230,"R",7424279,"R",4955230,"R",0,"R",4955230,"R",8633765,"R",8633765,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17988,"R",17988,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",961265,"R",683491,"R",277774,"R",0,"R",961265,"R",683491,"R",277774,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",123604,"R",93801,"R",29803,"R",0,"R",130563,"R",130563,"R",2361763,"R",2361763,"R",0,"R",0,"R",1525673,"R",1525673,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13754621,"R",13447044,"R",307577,"Z",0,"R",0,"R",362994,"R",-362994,"Z",0,"R",13754621,"R",13810038,"R",-55417,"R",0,"R",7131645,"R",1299747,"R",0,"R",0,"R",0,"R",0,"R",357017,"R",69487,"R",2180099,"R",1113430,"R",2165763,"R",944922,"R",1962696,"R",309597,"Z",0,"Z",0,"Z",0,"R",1232474,"R",837803,"R",0,"R",0,"R",15029694,"R",4574986,"R",1073647,"R",905480,"R",571260,"R",426162,"R",7478159, 1,"R",6139342,"R",6469546
