UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
201964,"R",6330158,"R",33444234,"R",0,"R",49827938,"R",12806048,"R",7899688,"R",30649791,"R",6372099,"R",3731216,"R",2640883,"R",37021890,"R",2602743,"R",36900892,"R",3045647,"R",26919,"R",0,"R",42576201,"R",9131967,"R",35673081,"R",34029398,"R",0,"R",1643683,"R",35378207,"R",0,"R",37021890,"R",9340696,"R",252807,"R",2363806,"R",0,"R",436905,"R",5906012,"R",18300226,"R",5903012,"R",0,"R",5903012,"R",30069281,"R",30069281,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1556826,"R",1556826,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",989911,"R",751540,"R",21543,"R",216828,"R",989911,"R",751540,"R",21543,"R",216828,"R",0,"R",0,"R",0,"R",0,"R",226927,"R",226927,"R",0,"R",0,"R",501958,"R",84919,"R",157564,"R",259475,"R",0,"R",0,"R",2309708,"R",2309708,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18470,"R",0,"R",18470,"R",0,"R",35673081,"R",34999201,"R",197577,"R",476303,"R",0,"R",3915673,"R",-3720074,"R",-195599,"R",35673081,"R",38914874,"R",-3522497,"R",280704,"R",13037954,"R",9978978,"Z",0,"Z",0,"Z",0,"Z",0,"R",264911,"R",143111,"R",3820092,"R",1644509,"R",5811985,"R",3430338,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11094456,"R",0,"R",34029398,"R",15196936,"R",3164973,"R",2774379,"R",1216541,"R",686133,"R",10990436, 1,"R",5294584,"R",5036198
202046,"R",28980264,"R",53523143,"R",0,"R",88623622,"R",4333920,"R",626848,"R",61499013,"R",22790689,"R",19513972,"R",3276717,"R",84289702,"R",372200,"R",66626898,"R",9746053,"R",0,"R",0,"R",76745151,"R",23222008,"R",25537120,"R",22280932,"R",266426,"R",3522614,"R",80767088,"R",0,"R",84289702,"R",1336031,"R",112740,"R",515827,"R",0,"R",676294,"R",10425856,"R",13066748,"R",11072150,"R",0,"R",11072150,"R",13900914,"R",13900914,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",156622,"R",156622,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",529101,"R",0,"R",529101,"R",0,"R",2037373,"R",977739,"R",577057,"R",482577,"R",2037373,"R",977739,"R",577057,"R",482577,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1754655,"R",786889,"R",646603,"R",321163,"R",0,"R",0,"R",1802622,"R",1802622,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5355833,"R",5249426,"R",106407,"R",0,"R",25537120,"R",22874212,"R",1859168,"R",803740,"R",0,"R",2728416,"R",-2734556,"R",6140,"R",25537120,"R",25602628,"R",-875388,"R",809880,"R",8080545,"R",4364278,"R",0,"R",0,"R",0,"R",0,"R",3454342,"R",1475620,"R",3284740,"R",1241369,"R",5229085,"R",2167023,"R",2232220,"R",115298,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22280932,"R",9363588,"R",2601071,"R",3937578,"R",2822876,"R",131571,"R",3424248, 1,"R",27488482,"R",27900243
202073,"R",57865413,"R",27086927,"R",0,"R",89275195,"R",15729762,"R",13303273,"R",46372159,"R",27173274,"R",26372310,"R",800964,"R",73545433,"R",1818406,"R",39074618,"R",4843246,"R",100876,"R",3382198,"R",49219344,"R",22132417,"R",20852830,"R",19688689,"R",0,"R",1164141,"R",72381292,"R",0,"R",73545433,"R",142730,"R",20677,"R",10541,"R",0,"R",840750,"R",10096288,"R",11110986,"R",10937038,"R",0,"R",10937038,"R",11277036,"R",11277036,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",557816,"R",278908,"R",278908,"R",0,"R",104049,"R",104049,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2410666,"R",1881828,"R",223274,"R",305564,"R",2410666,"R",1881828,"R",223274,"R",305564,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5198588,"R",5058118,"R",0,"R",140470,"R",202877,"R",202877,"R",973536,"R",973536,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",128262,"R",128262,"R",0,"R",0,"R",20852830,"R",19904614,"R",502182,"R",446034,"R",0,"R",860121,"R",-860121,"Z",0,"R",20852830,"R",20764735,"R",-357939,"R",446034,"R",11561203,"R",6706067,"Z",0,"R",0,"Z",0,"R",0,"R",1545017,"R",930060,"R",744893,"R",270296,"R",5370702,"R",2858027,"R",466874,"R",29533,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",19688689,"R",10793983,"R",1972220,"R",904682,"R",1702764,"R",320176,"R",3994864, 1,"R",40400458,"R",42360636
202170,"R",13115256,"R",43419905,"R",0,"R",63262096,"R",20631181,"R",14848117,"R",31833954,"R",10796961,"R",6717067,"R",4079894,"R",42630915,"R",8535946,"R",49840431,"R",12217058,"R",1276211,"R",0,"R",71869646,"R",28449741,"R",29608385,"R",29880869,"R",1490159,"R",1217675,"R",41413240,"R",0,"R",42630915,"R",1976259,"R",120000,"R",819750,"R",12800,"R",150000,"R",15384987,"R",18463796,"R",15534987,"R",0,"R",15534987,"R",21577946,"R",21577946,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",142686,"R",142686,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2304648,"R",797208,"R",1128923,"R",378517,"R",2304648,"R",797208,"R",1128923,"R",378517,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",226433,"R",81196,"R",145237,"Z",0,"R",0,"R",0,"R",4802952,"R",4802952,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",553720,"R",1134992,"R",-581272,"R",0,"R",29608385,"R",28536980,"R",692888,"R",378517,"R",0,"R",581272,"R",-581272,"Z",0,"R",29608385,"R",29118252,"R",111616,"R",378517,"R",12864374,"R",6422302,"R",0,"R",0,"R",406650,"R",185930,"R",2282679,"R",884855,"R",2385735,"R",1394574,"R",7966813,"R",4085159,"R",3974618,"R",388542,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29880869,"R",13361362,"R",2772041,"R",3148792,"R",2257334,"R",530018,"R",7811322, 1,"R",13363643,"R",14888270
202480,"R",879109000,"R",700726000,"R",0,"R",1774331000,"R",614076000,"R",441907000,"R",872793000,"R",287462000,"R",181870000,"R",105592000,"R",1160255000,"R",102248000,"R",747235000,"R",243528000,"R",23771000,"R",0,"R",1116782000,"R",416056000,"R",600519000,"R",527099000,"R",20856000,"R",94276000,"R",1065979000,"R",0,"R",1160255000,"R",4286000,"R",1606000,"R",0,"R",0,"R",187198000,"R",0,"R",193090000,"R",188804000,"R",0,"R",188804000,"R",197637000,"R",197637000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",135940000,"R",135940000,"R",0,"R",0,"R",13202000,"R",13202000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",67735000,"R",39356000,"R",13212000,"R",15167000,"R",34768000,"R",6389000,"R",13212000,"R",15167000,"R",32967000,"R",32967000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",58544000,"R",41194000,"R",17061000,"R",289000,"R",0,"R",0,"R",105714000,"R",105714000,"R",0,"R",0,"R",21747000,"R",21747000,"Z",0,"Z",0,"R",0,"R",11625000,"R",-14332000,"R",2707000,"R",600519000,"R",566415000,"R",15941000,"R",18163000,"R",0,"R",11625000,"R",-14332000,"R",2707000,"R",600519000,"R",578040000,"R",1609000,"R",20870000,"R",128774000,"R",70109000,"R",147597000,"R",52795000,"R",241000,"R",124000,"R",43598000,"R",16565000,"R",28788000,"R",12332000,"R",49975000,"R",23925000,"R",107177000,"R",23220000,"Z",0,"Z",0,"Z",0,"R",20949000,"R",6240000,"R",0,"R",0,"R",527099000,"R",205310000,"R",67584000,"R",32521000,"R",30131000,"R",17082000,"R",174471000, 1,"R",524186000,"R",567311000
202514,"R",20428074,"R",22771704,"Z",0,"R",51698383,"R",8513680,"R",5790795,"R",22387856,"R",20796847,"R",18481337,"R",2315510,"R",43184703,"R",2728716,"R",40908933,"R",8223101,"Z",0,"Z",0,"R",51860750,"R",29089046,"R",16718744,"R",16026822,"R",0,"R",691922,"R",42492781,"R",0,"R",43184703,"R",1184722,"R",197148,"R",324139,"Z",0,"R",437845,"R",7820413,"R",9964267,"R",8216281,"Z",0,"R",8216281,"R",8757369,"R",8757369,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",66259,"R",66259,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2495344,"R",2495344,"R",0,"R",0,"R",2495344,"R",2495344,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1786205,"R",1786205,"Z",0,"Z",0,"Z",0,"Z",0,"R",3112496,"R",3112496,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",501071,"R",501071,"R",0,"R",0,"R",16718744,"R",16718744,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",16718744,"R",16718744,"R",0,"R",0,"R",4838944,"R",2791442,"Z",0,"Z",0,"Z",0,"Z",0,"R",703325,"R",146889,"R",5281075,"R",1930312,"R",2973959,"R",1142669,"R",2229519,"R",107450,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",16026822,"R",6118762,"R",1785867,"R",1414158,"R",1534666,"R",245599,"R",4927770, 1,"R",15169488,"R",16166013
202523,"R",858273005,"R",273623011,"R",0,"R",1277374789,"R",212536517,"R",159654379,"R",447760365,"R",617077907,"R",237473214,"R",379604693,"R",1064838272,"R",42314193,"R",318957045,"R",58852773,"R",21208910,"R",0,"R",441332921,"R",167709910,"R",187818728,"R",126599413,"R",2251226,"R",63470541,"R",1001367731,"R",0,"R",1064838272,"R",2300202,"R",246250,"R",0,"R",0,"R",11660313,"R",54023464,"R",68230229,"R",65015073,"R",0,"R",65015073,"R",45190490,"R",45190490,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",574256,"R",574256,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",30211066,"R",6752885,"R",13316367,"R",10141814,"R",30211066,"R",6752885,"R",13316367,"R",10141814,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",76774431,"R",47332682,"R",28185190,"R",1256559,"R",0,"R",0,"R",33171604,"R",33171604,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",1896881,"R",1887998,"R",8883,"R",0,"R",187818728,"R",134909915,"R",41510440,"R",11398373,"R",0,"R",20115501,"R",-20127467,"R",11966,"R",187818728,"R",155025416,"R",21382973,"R",11410339,"R",45514230,"R",24919358,"R",574973,"R",293654,"R",0,"R",0,"R",14076108,"R",5810172,"R",23480047,"R",9642077,"R",16424817,"R",8834219,"R",25614284,"R",3729651,"R",914954,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",126599413,"R",53229131,"R",18476208,"R",3899157,"R",12278078,"R",5518009,"R",33198830, 1,"R",797248887,"R",850415849
202763,"R",52063303,"R",139697856,"R",0,"R",201917935,"R",54892464,"R",44004095,"R",98492975,"R",48532496,"R",29224270,"R",19308226,"R",147025471,"R",21712839,"R",141629854,"R",36839634,"R",23749,"R",0,"R",200206076,"R",60508220,"R",94068356,"R",91180498,"R",0,"R",2887858,"R",144137613,"R",0,"R",147025471,"R",2838906,"R",251653,"R",1531967,"R",0,"R",2305797,"R",47510981,"R",54439304,"R",49718542,"R",4720762,"R",54439304,"R",62438837,"R",62438837,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4088577,"R",4088577,"R",0,"R",0,"R",1584706,"R",1584706,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3353481,"R",445783,"R",1712753,"R",1194945,"R",3353481,"R",445783,"R",1712753,"R",1194945,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",2702953,"R",530854,"R",2172099,"Z",0,"R",0,"R",0,"R",9184150,"R",9184150,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",10715652,"R",10715652,"R",0,"R",0,"R",94068356,"R",88988559,"R",3884852,"R",1194945,"R",0,"R",6392383,"R",-6392383,"Z",0,"R",94068356,"R",95380942,"R",-2507531,"R",1194945,"R",40051609,"R",23439111,"R",0,"R",0,"R",0,"R",0,"R",6332588,"R",983238,"R",13465431,"R",6076531,"R",21595839,"R",8072215,"R",9368921,"R",3718640,"R",0,"R",0,"R",0,"R",0,"R",0,"R",366110,"R",0,"R",91180498,"R",42289735,"R",14564464,"R",10380261,"R",5369040,"R",1014350,"R",17562648, 1,"R",38613578,"R",41745865
202806,"R",90826000,"R",24298000,"R",0,"R",145141000,"R",25909000,"R",17143000,"R",113202000,"R",6030000,"R",3378000,"R",2652000,"R",119232000,"R",7551000,"R",38141000,"R",16997000,"R",52000,"R",0,"R",62741000,"R",38443000,"R",62387000,"R",55461000,"R",-1166000,"R",5760000,"R",113472000,"R",0,"R",119232000,"R",6140000,"R",482000,"R",2424000,"R",0,"R",0,"R",0,"R",9046000,"R",755000,"R",0,"R",755000,"R",53272000,"R",53272000,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",789000,"R",789000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",224000,"R",110000,"R",114000,"R",0,"R",224000,"R",110000,"R",114000,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6132000,"R",5779000,"R",347000,"R",6000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1970000,"R",1970000,"R",0,"R",0,"R",62387000,"R",61920000,"R",461000,"R",6000,"R",0,"R",141000,"R",-141000,"Z",0,"R",62387000,"R",62061000,"R",320000,"R",6000,"R",14136000,"R",8347000,"R",0,"R",0,"R",0,"R",0,"R",8186000,"R",4499000,"R",6110000,"R",4010000,"R",27029000,"R",13899000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",55461000,"R",30755000,"R",8746000,"R",2858000,"R",2573000,"R",398000,"R",10131000, 1,"R",6381000,"R",6785000
202903,"R",2304784,"R",3517639,"R",0,"R",6693088,"R",648020,"R",0,"R",3889192,"R",2155876,"R",1158245,"R",997631,"R",6045068,"R",1156715,"R",9574670,"R",1540515,"R",46048,"R",768976,"R",13086924,"R",9569285,"R",4179514,"R",4113160,"R",0,"R",66354,"R",5978714,"R",0,"R",6045068,"R",516586,"R",0,"R",17228,"R",40576,"R",113436,"R",356691,"R",1044517,"R",0,"R",527931,"R",527931,"R",1055304,"R",1055304,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",17228,"R",17228,"Z",0,"Z",0,"R",310703,"R",310703,"Z",0,"Z",0,"R",1460642,"R",1224690,"R",210397,"R",25555,"R",1460642,"R",1224690,"R",210397,"R",25555,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",134468,"R",32958,"R",101510,"Z",0,"Z",0,"Z",0,"R",453024,"R",453024,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",748145,"R",749903,"R",-1758,"R",0,"R",4179514,"R",3843810,"R",310149,"R",25555,"R",0,"R",127874,"R",-127874,"R",0,"R",4179514,"R",3971684,"R",182275,"R",25555,"R",1554879,"R",617130,"R",0,"R",0,"R",0,"R",0,"R",18893,"R",15293,"R",32018,"R",32018,"R",1592641,"R",247141,"R",914729,"R",192937,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4113160,"R",1104519,"R",606584,"R",465492,"R",343931,"R",0,"R",1592634, 2,"A",,"A",
202912,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",602677,"R",19897,"R",254664,"R",0,"R",187913,"R",0,"R",1065151,"R",1065151,"R",0,"R",1065151,"R",4096818,"R",4096818,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",622574,"R",622574,"R",0,"R",0,"R",254664,"R",254664,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",187913,"R",187913,"R",0,"R",0,"R",187913,"R",187913,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1991278,"R",1991278,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7153247,"R",7153247,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",7153247,"R",7153247,"R",0,"R",0,"R",3955241,"R",3034713,"R",0,"R",0,"R",0,"R",0,"R",923143,"R",362547,"R",358836,"R",281941,"R",1916027,"R",870384,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27,"R",0,"R",7153274,"R",4549585,"R",1063578,"R",0,"R",89098,"R",0,"R",1451013, 1,"R",3860306,"R",4060655
203067,"R",218612758,"R",40881285,"R",0,"R",315561528,"R",47642599,"R",43702,"R",42657250,"R",225261679,"R",138253603,"R",87008076,"R",267918929,"R",3170394,"R",81543290,"R",4573506,"R",304218,"R",0,"R",89591408,"R",48710123,"R",40831161,"R",41560308,"R",10915748,"R",10186601,"R",257732328,"R",0,"R",267918929,"R",0,"R",0,"R",0,"R",0,"R",4106631,"R",0,"R",4106631,"R",0,"R",0,"R",0,"R",2140479,"R",2140479,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16246773,"R",3799461,"R",8728645,"R",3718667,"R",16246773,"R",3799461,"R",8728645,"R",3718667,"R",0,"R",0,"R",0,"R",0,"R",8270111,"R",8270111,"R",0,"R",0,"R",9282544,"R",6801469,"R",2481075,"R",0,"R",2663450,"R",2663450,"R",0,"R",0,"R",0,"R",0,"R",2227804,"R",2227804,"R",0,"R",0,"R",0,"R",13346381,"R",-13346381,"R",0,"R",40831161,"R",39249155,"R",-2136661,"R",3718667,"R",0,"R",0,"R",13412381,"R",-13412381,"R",40831161,"R",39249155,"R",11275720,"R",-9693714,"R",17371372,"R",9074310,"R",0,"R",0,"R",0,"R",0,"R",9153370,"R",4107528,"R",1506298,"R",724818,"R",13511471,"R",4793153,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17797,"R",0,"R",41560308,"R",18699809,"R",7361947,"R",4225613,"R",1929587,"R",464806,"R",8878546, 1,"R",215520250,"R",213225481
203085,"R",57577893,"R",63903851,"Z",0,"R",140606421,"R",27073352,"R",14702334,"R",48269973,"R",65263096,"R",49417134,"R",15845962,"R",113533069,"R",2061924,"R",84290217,"R",19877406,"R",2867376,"Z",0,"R",109096923,"R",45193072,"R",37831885,"R",35045403,"R",143643,"R",2930125,"R",110602944,"R",0,"R",113533069,"R",1838229,"R",361709,"R",774078,"Z",0,"R",1140935,"R",15821484,"R",19936435,"R",17135286,"Z",0,"R",17135286,"R",16169278,"R",16169278,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",813173,"R",813173,"R",0,"R",0,"R",529540,"R",529540,"R",0,"R",0,"R",385177,"R",385177,"R",0,"R",0,"R",5186742,"R",1181125,"R",2124403,"R",1881214,"R",5186742,"R",1181125,"R",2124403,"R",1881214,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4626825,"R",3254759,"R",943542,"R",428524,"Z",0,"Z",0,"R",9269475,"R",9269475,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",851675,"R",501307,"R",350368,"R",0,"R",37831885,"R",32103834,"R",3418313,"R",2309738,"R",0,"R",-1940819,"R",1940819,"Z",0,"R",37831885,"R",30163015,"R",5359132,"R",2309738,"R",11932251,"R",5777699,"R",1308181,"R",463225,"Z",0,"Z",0,"R",2731103,"R",752881,"R",8472123,"R",3078445,"R",6009546,"R",1985400,"R",4592199,"R",357708,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",35045403,"R",12415358,"R",4804357,"R",5100964,"R",2104829,"R",529902,"R",10089993, 1,"R",48936849,"R",52245539
203128,"R",58815878,"R",62476798,"R",0,"R",143180822,"R",48048501,"R",37866937,"R",7998738,"R",87133583,"R",53442742,"R",33690841,"R",95132321,"R",4124300,"R",95552737,"R",10676422,"R",203385,"R",0,"R",110556844,"R",48080046,"R",39304671,"R",34373756,"R",0,"R",4930915,"R",90201406,"R",0,"R",95132321,"R",2126529,"R",294258,"R",792154,"R",0,"R",1639086,"R",12165238,"R",17017265,"R",11028050,"R",2844950,"R",13873000,"R",15903021,"R",15903021,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1168065,"R",1168065,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12353117,"R",3385244,"R",8387665,"R",580208,"R",12353117,"R",3385244,"R",8387665,"R",580208,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4840645,"R",974713,"R",3446550,"R",419382,"R",849376,"R",849376,"R",4190447,"R",4190447,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39304671,"R",26470866,"R",11834215,"R",999590,"R",0,"R",6779838,"R",-6723734,"R",-56104,"R",39304671,"R",33250704,"R",5110481,"R",943486,"R",11047077,"R",6572953,"R",0,"R",0,"R",0,"R",0,"R",3056690,"R",1351278,"R",6382062,"R",2746464,"R",4380198,"R",2062748,"R",5189134,"R",340482,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4318595,"R",240431,"R",34373756,"R",13314356,"R",3444554,"R",3602672,"R",3070927,"R",1912101,"R",9029146, 1,"R",74938994,"R",74259063
