UNITID,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW
101648,2,  1,"R",459,"R",352,"R",107,"R",7,"R",4,"R",3,"R",14,"R",8,"R",6,"R",78,"R",59,"R",19,"R",30,"R",22,"R",8,"R",3,"R",1,"R",2,"R",299,"R",240,"R",59,"R",28,"R",18,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101675,1,999,"R",2089,"R",1018,"R",1071,"R",3,"R",2,"R",1,"R",1,"R",0,"R",1,"R",1925,"R",915,"R",1010,"R",14,"R",4,"R",10,"R",0,"R",0,"R",0,"R",44,"R",38,"R",6,"R",17,"R",10,"R",7,"R",85,"R",49,"R",36,"R",0,"R",0,"R",0
101675,2,  1,"R",2089,"R",1018,"R",1071,"R",3,"R",2,"R",1,"R",1,"R",0,"R",1,"R",1925,"R",915,"R",1010,"R",14,"R",4,"R",10,"R",0,"R",0,"R",0,"R",44,"R",38,"R",6,"R",17,"R",10,"R",7,"R",85,"R",49,"R",36,"R",0,"R",0,"R",0
101693,1,999,"R",1849,"R",613,"R",1236,"R",26,"R",6,"R",20,"R",30,"R",7,"R",23,"R",443,"R",103,"R",340,"R",35,"R",9,"R",26,"R",2,"R",1,"R",1,"R",1177,"R",424,"R",753,"R",53,"R",17,"R",36,"R",22,"R",11,"R",11,"R",61,"R",35,"R",26
101693,2,  1,"R",1652,"R",575,"R",1077,"R",23,"R",6,"R",17,"R",28,"R",6,"R",22,"R",350,"R",93,"R",257,"R",33,"R",9,"R",24,"R",2,"R",1,"R",1,"R",1091,"R",401,"R",690,"R",51,"R",17,"R",34,"R",17,"R",10,"R",7,"R",57,"R",32,"R",25
101693,4,  3,"R",197,"R",38,"R",159,"R",3,"R",0,"R",3,"R",2,"R",1,"R",1,"R",93,"R",10,"R",83,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",86,"R",23,"R",63,"R",2,"R",0,"R",2,"R",5,"R",1,"R",4,"R",4,"R",3,"R",1
101709,1,999,"R",2971,"R",926,"R",2045,"R",8,"R",2,"R",6,"R",25,"R",10,"R",15,"R",477,"R",149,"R",328,"R",141,"R",49,"R",92,"R",1,"R",1,"R",0,"R",2049,"R",604,"R",1445,"R",93,"R",33,"R",60,"R",116,"R",41,"R",75,"R",61,"R",37,"R",24
101709,2,  1,"R",2529,"R",827,"R",1702,"R",8,"R",2,"R",6,"R",23,"R",9,"R",14,"R",414,"R",138,"R",276,"R",131,"R",45,"R",86,"R",1,"R",1,"R",0,"R",1712,"R",527,"R",1185,"R",84,"R",32,"R",52,"R",98,"R",38,"R",60,"R",58,"R",35,"R",23
101709,4,  3,"R",442,"R",99,"R",343,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",63,"R",11,"R",52,"R",10,"R",4,"R",6,"R",0,"R",0,"R",0,"R",337,"R",77,"R",260,"R",9,"R",1,"R",8,"R",18,"R",3,"R",15,"R",3,"R",2,"R",1
101736,1,999,"R",4741,"R",1932,"R",2809,"R",48,"R",16,"R",32,"R",24,"R",9,"R",15,"R",429,"R",142,"R",287,"R",246,"R",98,"R",148,"R",2,"R",1,"R",1,"R",3849,"R",1601,"R",2248,"R",9,"R",4,"R",5,"R",91,"R",38,"R",53,"R",43,"R",23,"R",20
101736,2,  1,"R",4741,"R",1932,"R",2809,"R",48,"R",16,"R",32,"R",24,"R",9,"R",15,"R",429,"R",142,"R",287,"R",246,"R",98,"R",148,"R",2,"R",1,"R",1,"R",3849,"R",1601,"R",2248,"R",9,"R",4,"R",5,"R",91,"R",38,"R",53,"R",43,"R",23,"R",20
101879,1,999,"R",8649,"R",3601,"R",5048,"R",78,"R",30,"R",48,"R",140,"R",59,"R",81,"R",1184,"R",506,"R",678,"R",259,"R",111,"R",148,"R",8,"R",2,"R",6,"R",6033,"R",2395,"R",3638,"R",202,"R",80,"R",122,"R",471,"R",270,"R",201,"R",274,"R",148,"R",126
101879,2,  1,"R",7077,"R",2941,"R",4136,"R",61,"R",22,"R",39,"R",117,"R",46,"R",71,"R",977,"R",445,"R",532,"R",217,"R",90,"R",127,"R",8,"R",2,"R",6,"R",4889,"R",1920,"R",2969,"R",172,"R",65,"R",107,"R",454,"R",256,"R",198,"R",182,"R",95,"R",87
101879,4,  3,"R",1572,"R",660,"R",912,"R",17,"R",8,"R",9,"R",23,"R",13,"R",10,"R",207,"R",61,"R",146,"R",42,"R",21,"R",21,"R",0,"R",0,"R",0,"R",1144,"R",475,"R",669,"R",30,"R",15,"R",15,"R",17,"R",14,"R",3,"R",92,"R",53,"R",39
101897,1,999,"R",3767,"R",1478,"R",2289,"R",117,"R",50,"R",67,"R",14,"R",5,"R",9,"R",69,"R",22,"R",47,"R",368,"R",159,"R",209,"R",3,"R",2,"R",1,"R",3147,"R",1226,"R",1921,"R",44,"R",13,"R",31,"R",0,"R",0,"R",0,"R",5,"R",1,"R",4
101897,2,  1,"R",3767,"R",1478,"R",2289,"R",117,"R",50,"R",67,"R",14,"R",5,"R",9,"R",69,"R",22,"R",47,"R",368,"R",159,"R",209,"R",3,"R",2,"R",1,"R",3147,"R",1226,"R",1921,"R",44,"R",13,"R",31,"R",0,"R",0,"R",0,"R",5,"R",1,"R",4
101912,1,999,"R",1854,"R",790,"R",1064,"R",12,"R",7,"R",5,"R",11,"R",2,"R",9,"R",1525,"R",659,"R",866,"R",76,"R",31,"R",45,"Z",0,"Z",0,"Z",0,"R",21,"R",3,"R",18,"Z",0,"Z",0,"Z",0,"R",89,"R",41,"R",48,"R",120,"R",47,"R",73
101912,2,  1,"R",1778,"R",758,"R",1020,"R",11,"R",7,"R",4,"R",7,"R",1,"R",6,"R",1483,"R",639,"R",844,"R",70,"R",28,"R",42,"Z",0,"Z",0,"Z",0,"R",10,"R",3,"R",7,"Z",0,"Z",0,"Z",0,"R",83,"R",36,"R",47,"R",114,"R",44,"R",70
101912,4,  3,"R",76,"R",32,"R",44,"R",1,"Z",0,"R",1,"R",4,"R",1,"R",3,"R",42,"R",20,"R",22,"R",6,"R",3,"R",3,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",6,"R",5,"R",1,"R",6,"R",3,"R",3
101994,1,999,"R",565,"R",213,"R",352,"R",3,"R",1,"R",2,"R",1,"R",0,"R",1,"R",301,"R",77,"R",224,"R",4,"R",2,"R",2,"R",1,"R",1,"R",0,"R",249,"R",131,"R",118,"R",6,"R",1,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101994,2,  1,"R",565,"R",213,"R",352,"R",3,"R",1,"R",2,"R",1,"R",0,"R",1,"R",301,"R",77,"R",224,"R",4,"R",2,"R",2,"R",1,"R",1,"R",0,"R",249,"R",131,"R",118,"R",6,"R",1,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102030,1,999,"R",4748,"R",1879,"R",2869,"R",53,"R",22,"R",31,"R",108,"R",41,"R",67,"R",2952,"R",1078,"R",1874,"R",100,"R",42,"R",58,"R",5,"R",3,"R",2,"R",1372,"R",619,"R",753,"R",63,"R",18,"R",45,"R",17,"R",10,"R",7,"R",78,"R",46,"R",32
102030,2,  1,"R",4748,"R",1879,"R",2869,"R",53,"R",22,"R",31,"R",108,"R",41,"R",67,"R",2952,"R",1078,"R",1874,"R",100,"R",42,"R",58,"R",5,"R",3,"R",2,"R",1372,"R",619,"R",753,"R",63,"R",18,"R",45,"R",17,"R",10,"R",7,"R",78,"R",46,"R",32
102049,1,999,"R",5994,"R",2066,"R",3928,"R",21,"R",8,"R",13,"R",92,"R",31,"R",61,"R",612,"R",214,"R",398,"R",166,"R",68,"R",98,"R",3,"R",1,"R",2,"R",4763,"R",1601,"R",3162,"R",124,"R",43,"R",81,"R",112,"R",39,"R",73,"R",101,"R",61,"R",40
102049,2,  1,"R",3511,"R",1197,"R",2314,"R",6,"R",1,"R",5,"R",36,"R",13,"R",23,"R",255,"R",121,"R",134,"R",113,"R",48,"R",65,"R",1,"R",1,"Z",0,"R",2925,"R",932,"R",1993,"R",76,"R",29,"R",47,"R",39,"R",17,"R",22,"R",60,"R",35,"R",25
102049,4,  3,"R",2483,"R",869,"R",1614,"R",15,"R",7,"R",8,"R",56,"R",18,"R",38,"R",357,"R",93,"R",264,"R",53,"R",20,"R",33,"R",2,"Z",0,"R",2,"R",1838,"R",669,"R",1169,"R",48,"R",14,"R",34,"R",73,"R",22,"R",51,"R",41,"R",26,"R",15
102058,1,999,"R",366,"R",161,"R",205,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",357,"R",153,"R",204,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0,"R",6,"R",5,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102058,2,  1,"R",348,"R",153,"R",195,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",339,"R",145,"R",194,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0,"R",6,"R",5,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102058,4,  3,"R",18,"R",8,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18,"R",8,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102067,1,999,"R",7253,"R",3086,"R",4167,"R",18,"R",16,"R",2,"R",50,"R",18,"R",32,"R",2530,"R",861,"R",1669,"R",15,"R",5,"R",10,"R",6,"R",1,"R",5,"R",4153,"R",1934,"R",2219,"R",148,"R",61,"R",87,"R",237,"R",131,"R",106,"R",96,"R",59,"R",37
102067,2,  1,"R",7253,"R",3086,"R",4167,"R",18,"R",16,"R",2,"R",50,"R",18,"R",32,"R",2530,"R",861,"R",1669,"R",15,"R",5,"R",10,"R",6,"R",1,"R",5,"R",4153,"R",1934,"R",2219,"R",148,"R",61,"R",87,"R",237,"R",131,"R",106,"R",96,"R",59,"R",37
102076,1,999,"R",3611,"R",1342,"R",2269,"R",98,"R",32,"R",66,"R",40,"R",14,"R",26,"R",295,"R",119,"R",176,"R",320,"R",99,"R",221,"R",3,"R",1,"R",2,"R",2780,"R",1052,"R",1728,"R",0,"R",0,"R",0,"R",38,"R",14,"R",24,"R",37,"R",11,"R",26
102076,2,  1,"R",3611,"R",1342,"R",2269,"R",98,"R",32,"R",66,"R",40,"R",14,"R",26,"R",295,"R",119,"R",176,"R",320,"R",99,"R",221,"R",3,"R",1,"R",2,"R",2780,"R",1052,"R",1728,"R",0,"R",0,"R",0,"R",38,"R",14,"R",24,"R",37,"R",11,"R",26
102094,1,999,"R",17532,"R",6372,"R",11160,"R",121,"R",41,"R",80,"R",584,"R",224,"R",360,"R",3632,"R",1150,"R",2482,"R",568,"R",182,"R",386,"R",25,"R",11,"R",14,"R",10862,"R",3793,"R",7069,"R",472,"R",177,"R",295,"R",497,"R",171,"R",326,"R",771,"R",623,"R",148
102094,2,  1,"R",12062,"R",5202,"R",6860,"R",79,"R",30,"R",49,"R",375,"R",169,"R",206,"R",2705,"R",1014,"R",1691,"R",406,"R",151,"R",255,"R",16,"R",8,"R",8,"R",7171,"R",2996,"R",4175,"R",371,"R",160,"R",211,"R",272,"R",115,"R",157,"R",667,"R",559,"R",108
102094,4,  3,"R",5470,"R",1170,"R",4300,"R",42,"R",11,"R",31,"R",209,"R",55,"R",154,"R",927,"R",136,"R",791,"R",162,"R",31,"R",131,"R",9,"R",3,"R",6,"R",3691,"R",797,"R",2894,"R",101,"R",17,"R",84,"R",225,"R",56,"R",169,"R",104,"R",64,"R",40
102234,1,999,"R",1652,"R",645,"R",1007,"R",10,"R",4,"R",6,"R",22,"R",6,"R",16,"R",260,"R",82,"R",178,"R",40,"R",21,"R",19,"R",4,"R",2,"R",2,"R",1130,"R",449,"R",681,"R",70,"R",18,"R",52,"R",58,"R",21,"R",37,"R",58,"R",42,"R",16
102234,2,  1,"R",1495,"R",558,"R",937,"R",9,"R",3,"R",6,"R",20,"R",5,"R",15,"R",239,"R",79,"R",160,"R",36,"R",17,"R",19,"R",3,"R",1,"R",2,"R",1015,"R",384,"R",631,"R",68,"R",16,"R",52,"R",55,"R",19,"R",36,"R",50,"R",34,"R",16
102234,4,  3,"R",157,"R",87,"R",70,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",21,"R",3,"R",18,"R",4,"R",4,"R",0,"R",1,"R",1,"R",0,"R",115,"R",65,"R",50,"R",2,"R",2,"R",0,"R",3,"R",2,"R",1,"R",8,"R",8,"R",0
102270,1,999,"R",854,"R",407,"R",447,"R",1,"R",1,"R",0,"R",3,"R",3,"R",0,"R",704,"R",313,"R",391,"R",13,"R",9,"R",4,"R",0,"R",0,"R",0,"R",54,"R",29,"R",25,"R",1,"R",1,"R",0,"R",78,"R",51,"R",27,"R",0,"R",0,"R",0
102270,2,  1,"R",854,"R",407,"R",447,"R",1,"R",1,"R",0,"R",3,"R",3,"R",0,"R",704,"R",313,"R",391,"R",13,"R",9,"R",4,"R",0,"R",0,"R",0,"R",54,"R",29,"R",25,"R",1,"R",1,"R",0,"R",78,"R",51,"R",27,"R",0,"R",0,"R",0
102298,1,999,"R",1018,"R",540,"R",478,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",873,"R",463,"R",410,"R",43,"R",24,"R",19,"R",1,"R",1,"R",0,"R",29,"R",14,"R",15,"R",26,"R",8,"R",18,"R",18,"R",8,"R",10,"R",25,"R",21,"R",4
102298,2,  1,"R",1018,"R",540,"R",478,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",873,"R",463,"R",410,"R",43,"R",24,"R",19,"R",1,"R",1,"R",0,"R",29,"R",14,"R",15,"R",26,"R",8,"R",18,"R",18,"R",8,"R",10,"R",25,"R",21,"R",4
102313,1,999,"R",2572,"R",1227,"R",1345,"R",1,"Z",0,"R",1,"R",29,"R",14,"R",15,"R",1752,"R",759,"R",993,"R",43,"R",20,"R",23,"R",1,"R",1,"R",0,"R",735,"R",426,"R",309,"R",5,"R",3,"R",2,"R",5,"R",4,"R",1,"R",1,"Z",0,"R",1
102313,2,  1,"R",2572,"R",1227,"R",1345,"R",1,"Z",0,"R",1,"R",29,"R",14,"R",15,"R",1752,"R",759,"R",993,"R",43,"R",20,"R",23,"R",1,"R",1,"R",0,"R",735,"R",426,"R",309,"R",5,"R",3,"R",2,"R",5,"R",4,"R",1,"R",1,"Z",0,"R",1
102368,1,999,"R",21809,"R",8473,"R",13336,"R",104,"R",44,"R",60,"R",180,"R",88,"R",92,"R",6523,"R",2012,"R",4511,"R",774,"R",329,"R",445,"R",30,"R",17,"R",13,"R",9947,"R",4140,"R",5807,"R",561,"R",212,"R",349,"R",2748,"R",1116,"R",1632,"R",942,"R",515,"R",427
102368,2,  1,"R",16868,"R",6761,"R",10107,"R",84,"R",38,"R",46,"R",152,"R",78,"R",74,"R",5231,"R",1725,"R",3506,"R",660,"R",287,"R",373,"R",27,"R",17,"R",10,"R",8738,"R",3675,"R",5063,"R",493,"R",195,"R",298,"R",772,"R",365,"R",407,"R",711,"R",381,"R",330
102368,4,  3,"R",4941,"R",1712,"R",3229,"R",20,"R",6,"R",14,"R",28,"R",10,"R",18,"R",1292,"R",287,"R",1005,"R",114,"R",42,"R",72,"R",3,"R",0,"R",3,"R",1209,"R",465,"R",744,"R",68,"R",17,"R",51,"R",1976,"R",751,"R",1225,"R",231,"R",134,"R",97
102377,1,999,"R",3347,"R",1228,"R",2119,"R",17,"R",8,"R",9,"R",35,"R",26,"R",9,"R",2683,"R",940,"R",1743,"R",56,"R",19,"R",37,"R",1,"R",1,"R",0,"R",49,"R",19,"R",30,"R",51,"R",13,"R",38,"R",455,"R",202,"R",253,"R",0,"R",0,"R",0
102377,2,  1,"R",2834,"R",1023,"R",1811,"R",10,"R",5,"R",5,"R",21,"R",18,"R",3,"R",2320,"R",791,"R",1529,"R",23,"R",10,"R",13,"R",0,"R",0,"R",0,"R",32,"R",14,"R",18,"R",39,"R",13,"R",26,"R",389,"R",172,"R",217,"R",0,"R",0,"R",0
102377,4,  3,"R",513,"R",205,"R",308,"R",7,"R",3,"R",4,"R",14,"R",8,"R",6,"R",363,"R",149,"R",214,"R",33,"R",9,"R",24,"R",1,"R",1,"R",0,"R",17,"R",5,"R",12,"R",12,"R",0,"R",12,"R",66,"R",30,"R",36,"R",0,"R",0,"R",0
102395,1,999,"R",566,"R",395,"R",171,"R",0,"R",0,"R",0,"R",7,"R",4,"R",3,"R",82,"R",55,"R",27,"R",38,"R",31,"R",7,"R",2,"R",2,"R",0,"R",342,"R",230,"R",112,"R",51,"R",44,"R",7,"R",39,"R",24,"R",15,"R",5,"R",5,"R",0
102395,2,  1,"R",213,"R",155,"R",58,"R",0,"R",0,"R",0,"R",4,"R",3,"R",1,"R",28,"R",20,"R",8,"R",26,"R",24,"R",2,"R",1,"R",1,"R",0,"R",127,"R",88,"R",39,"R",10,"R",6,"R",4,"R",15,"R",11,"R",4,"R",2,"R",2,"R",0
102395,4,  3,"R",353,"R",240,"R",113,"R",0,"R",0,"R",0,"R",3,"R",1,"R",2,"R",54,"R",35,"R",19,"R",12,"R",7,"R",5,"R",1,"R",1,"R",0,"R",215,"R",142,"R",73,"R",41,"R",38,"R",3,"R",24,"R",13,"R",11,"R",3,"R",3,"R",0
102429,1,999,"R",5537,"R",2212,"R",3325,"R",7,"R",4,"R",3,"R",19,"R",6,"R",13,"R",856,"R",276,"R",580,"R",105,"R",44,"R",61,"R",1,"R",0,"R",1,"R",4435,"R",1824,"R",2611,"R",66,"R",32,"R",34,"R",48,"R",26,"R",22,"R",0,"R",0,"R",0
102429,2,  1,"R",5537,"R",2212,"R",3325,"R",7,"R",4,"R",3,"R",19,"R",6,"R",13,"R",856,"R",276,"R",580,"R",105,"R",44,"R",61,"R",1,"R",0,"R",1,"R",4435,"R",1824,"R",2611,"R",66,"R",32,"R",34,"R",48,"R",26,"R",22,"R",0,"R",0,"R",0
102553,1,999,"R",24144,"R",9897,"R",14247,"R",1447,"R",555,"R",892,"R",1444,"R",582,"R",862,"R",659,"R",279,"R",380,"R",1727,"R",668,"R",1059,"R",200,"R",66,"R",134,"R",14198,"R",5849,"R",8349,"R",2127,"R",791,"R",1336,"R",1912,"R",902,"R",1010,"R",430,"R",205,"R",225
102553,2,  1,"R",22973,"R",9519,"R",13454,"R",1380,"R",538,"R",842,"R",1398,"R",569,"R",829,"R",632,"R",268,"R",364,"R",1654,"R",649,"R",1005,"R",194,"R",66,"R",128,"R",13396,"R",5580,"R",7816,"R",2049,"R",771,"R",1278,"R",1867,"R",888,"R",979,"R",403,"R",190,"R",213
102553,4,  3,"R",1171,"R",378,"R",793,"R",67,"R",17,"R",50,"R",46,"R",13,"R",33,"R",27,"R",11,"R",16,"R",73,"R",19,"R",54,"R",6,"R",0,"R",6,"R",802,"R",269,"R",533,"R",78,"R",20,"R",58,"R",45,"R",14,"R",31,"R",27,"R",15,"R",12
102580,1,999,"R",44,"R",29,"R",15,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",1,"R",0,"R",0,"Z",0,"R",1,"R",0,"R",1,"R",0,"R",0,"Z",0,"R",35,"R",23,"R",12,"R",2,"R",2,"Z",0,"R",2,"R",2,"Z",0,"R",2,"R",1,"R",1
102580,2,  1,"R",44,"R",29,"R",15,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",1,"R",0,"R",0,"Z",0,"R",1,"R",0,"R",1,"R",0,"R",0,"Z",0,"R",35,"R",23,"R",12,"R",2,"R",2,"Z",0,"R",2,"R",2,"Z",0,"R",2,"R",1,"R",1
102614,1,999,"R",12738,"R",5168,"R",7570,"R",2332,"R",713,"R",1619,"R",246,"R",110,"R",136,"R",325,"R",128,"R",197,"R",747,"R",290,"R",457,"R",70,"R",19,"R",51,"R",6146,"R",2648,"R",3498,"R",849,"R",308,"R",541,"R",1754,"R",816,"R",938,"R",269,"R",136,"R",133
102614,2,  1,"R",11417,"R",4649,"R",6768,"R",2266,"R",706,"R",1560,"R",218,"R",95,"R",123,"R",313,"R",120,"R",193,"R",686,"R",265,"R",421,"R",65,"R",17,"R",48,"R",5347,"R",2343,"R",3004,"R",781,"R",289,"R",492,"R",1592,"R",746,"R",846,"R",149,"R",68,"R",81
102614,4,  3,"R",1321,"R",519,"R",802,"R",66,"R",7,"R",59,"R",28,"R",15,"R",13,"R",12,"R",8,"R",4,"R",61,"R",25,"R",36,"R",5,"R",2,"R",3,"R",799,"R",305,"R",494,"R",68,"R",19,"R",49,"R",162,"R",70,"R",92,"R",120,"R",68,"R",52
102632,1,999,"R",4065,"R",1404,"R",2661,"R",496,"R",158,"R",338,"R",139,"R",45,"R",94,"R",55,"R",24,"R",31,"R",244,"R",87,"R",157,"R",41,"R",14,"R",27,"R",2247,"R",803,"R",1444,"R",300,"R",99,"R",201,"R",491,"R",162,"R",329,"R",52,"R",12,"R",40
102632,2,  1,"R",3622,"R",1293,"R",2329,"R",470,"R",152,"R",318,"R",133,"R",45,"R",88,"R",51,"R",22,"R",29,"R",220,"R",83,"R",137,"R",38,"R",13,"R",25,"R",1970,"R",733,"R",1237,"R",276,"R",92,"R",184,"R",425,"R",143,"R",282,"R",39,"R",10,"R",29
102632,4,  3,"R",443,"R",111,"R",332,"R",26,"R",6,"R",20,"R",6,"R",0,"R",6,"R",4,"R",2,"R",2,"R",24,"R",4,"R",20,"R",3,"R",1,"R",2,"R",277,"R",70,"R",207,"R",24,"R",7,"R",17,"R",66,"R",19,"R",47,"R",13,"R",2,"R",11
102669,1,999,"R",592,"R",211,"R",381,"R",119,"R",27,"R",92,"R",14,"R",5,"R",9,"R",23,"R",11,"R",12,"R",31,"R",11,"R",20,"R",4,"R",0,"R",4,"R",264,"R",108,"R",156,"R",64,"R",19,"R",45,"R",72,"R",30,"R",42,"R",1,"R",0,"R",1
102669,2,  1,"R",340,"R",116,"R",224,"R",63,"R",11,"R",52,"R",8,"R",1,"R",7,"R",13,"R",6,"R",7,"R",18,"R",5,"R",13,"R",2,"R",0,"R",2,"R",162,"R",66,"R",96,"R",41,"R",13,"R",28,"R",33,"R",14,"R",19,"R",0,"R",0,"R",0
102669,4,  3,"R",252,"R",95,"R",157,"R",56,"R",16,"R",40,"R",6,"R",4,"R",2,"R",10,"R",5,"R",5,"R",13,"R",6,"R",7,"R",2,"R",0,"R",2,"R",102,"R",42,"R",60,"R",23,"R",6,"R",17,"R",39,"R",16,"R",23,"R",1,"R",0,"R",1
102711,1,999,"R",1895,"R",1525,"R",370,"R",465,"R",336,"R",129,"R",21,"R",19,"R",2,"R",8,"R",8,"R",0,"R",47,"R",39,"R",8,"R",8,"R",8,"R",0,"R",792,"R",680,"R",112,"R",93,"R",79,"R",14,"R",457,"R",354,"R",103,"R",4,"R",2,"R",2
102711,2,  1,"R",1895,"R",1525,"R",370,"R",465,"R",336,"R",129,"R",21,"R",19,"R",2,"R",8,"R",8,"R",0,"R",47,"R",39,"R",8,"R",8,"R",8,"R",0,"R",792,"R",680,"R",112,"R",93,"R",79,"R",14,"R",457,"R",354,"R",103,"R",4,"R",2,"R",2
102845,1,999,"R",4422,"R",1053,"R",3369,"R",533,"R",89,"R",444,"R",13,"R",5,"R",8,"R",268,"R",75,"R",193,"R",1104,"R",240,"R",864,"R",248,"R",64,"R",184,"R",1744,"R",443,"R",1301,"R",238,"R",47,"R",191,"R",274,"R",90,"R",184,"R",0,"R",0,"R",0
102845,2,  1,"R",4415,"R",1052,"R",3363,"R",533,"R",89,"R",444,"R",12,"R",5,"R",7,"R",268,"R",75,"R",193,"R",1102,"R",239,"R",863,"R",247,"R",64,"R",183,"R",1741,"R",443,"R",1298,"R",238,"R",47,"R",191,"R",274,"R",90,"R",184,"R",0,"R",0,"R",0
102845,4,  3,"R",7,"R",1,"R",6,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103501,1,999,"R",586,"R",90,"R",496,"R",78,"R",6,"R",72,"R",120,"R",18,"R",102,"R",57,"R",14,"R",43,"R",62,"R",7,"R",55,"R",9,"R",1,"R",8,"R",219,"R",40,"R",179,"R",34,"R",3,"R",31,"R",6,"R",1,"R",5,"R",1,"R",0,"R",1
103501,2,  1,"R",586,"R",90,"R",496,"R",78,"R",6,"R",72,"R",120,"R",18,"R",102,"R",57,"R",14,"R",43,"R",62,"R",7,"R",55,"R",9,"R",1,"R",8,"R",219,"R",40,"R",179,"R",34,"R",3,"R",31,"R",6,"R",1,"R",5,"R",1,"R",0,"R",1
103741,1,999,"R",178,"R",17,"R",161,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",19,"R",1,"R",18,"R",88,"R",11,"R",77,"R",0,"R",0,"R",0,"R",47,"R",3,"R",44,"R",9,"R",1,"R",8,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0
103741,2,  1,"R",178,"R",17,"R",161,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",19,"R",1,"R",18,"R",88,"R",11,"R",77,"R",0,"R",0,"R",0,"R",47,"R",3,"R",44,"R",9,"R",1,"R",8,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0
103811,1,999,"R",1035,"R",897,"R",138,"R",10,"R",9,"R",1,"R",11,"R",11,"R",0,"R",300,"R",249,"R",51,"R",245,"R",220,"R",25,"R",23,"R",20,"R",3,"R",360,"R",311,"R",49,"R",84,"R",75,"R",9,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0
103811,2,  1,"R",1035,"R",897,"R",138,"R",10,"R",9,"R",1,"R",11,"R",11,"R",0,"R",300,"R",249,"R",51,"R",245,"R",220,"R",25,"R",23,"R",20,"R",3,"R",360,"R",311,"R",49,"R",84,"R",75,"R",9,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0
103893,1,999,"R",963,"R",111,"R",852,"R",98,"R",8,"R",90,"R",8,"R",2,"R",6,"R",58,"R",3,"R",55,"R",529,"R",68,"R",461,"R",5,"R",0,"R",5,"R",234,"R",23,"R",211,"R",21,"R",5,"R",16,"R",10,"R",2,"R",8,"R",0,"R",0,"R",0
103893,2,  1,"R",963,"R",111,"R",852,"R",98,"R",8,"R",90,"R",8,"R",2,"R",6,"R",58,"R",3,"R",55,"R",529,"R",68,"R",461,"R",5,"R",0,"R",5,"R",234,"R",23,"R",211,"R",21,"R",5,"R",16,"R",10,"R",2,"R",8,"R",0,"R",0,"R",0
