UNITID,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW
158802,1,999,"R",1378,"R",357,"R",1021,"R",11,"R",3,"R",8,"R",2,"R",1,"R",1,"R",1254,"R",312,"R",942,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",6,"R",3,"R",3,"R",0,"R",0,"R",0,"R",84,"R",32,"R",52,"R",17,"R",6,"R",11
158802,2,  1,"R",1378,"R",357,"R",1021,"R",11,"R",3,"R",8,"R",2,"R",1,"R",1,"R",1254,"R",312,"R",942,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",6,"R",3,"R",3,"R",0,"R",0,"R",0,"R",84,"R",32,"R",52,"R",17,"R",6,"R",11
158884,1,999,"R",3587,"R",1230,"R",2357,"R",26,"R",12,"R",14,"R",58,"R",24,"R",34,"R",1464,"R",401,"R",1063,"R",249,"R",88,"R",161,"R",16,"R",5,"R",11,"R",1493,"R",591,"R",902,"R",108,"R",31,"R",77,"R",146,"R",66,"R",80,"R",27,"R",12,"R",15
158884,2,  1,"R",3587,"R",1230,"R",2357,"R",26,"R",12,"R",14,"R",58,"R",24,"R",34,"R",1464,"R",401,"R",1063,"R",249,"R",88,"R",161,"R",16,"R",5,"R",11,"R",1493,"R",591,"R",902,"R",108,"R",31,"R",77,"R",146,"R",66,"R",80,"R",27,"R",12,"R",15
159009,1,999,"R",6424,"R",2695,"R",3729,"R",10,"R",7,"R",3,"R",7,"R",3,"R",4,"R",5676,"R",2233,"R",3443,"R",79,"R",44,"R",35,"R",2,"R",0,"R",2,"R",102,"R",45,"R",57,"R",88,"R",25,"R",63,"R",33,"R",19,"R",14,"R",427,"R",319,"R",108
159009,2,  1,"R",5049,"R",2271,"R",2778,"R",10,"R",7,"R",3,"R",7,"R",3,"R",4,"R",4378,"R",1844,"R",2534,"R",64,"R",35,"R",29,"R",2,"R",0,"R",2,"R",76,"R",36,"R",40,"R",75,"R",19,"R",56,"R",29,"R",17,"R",12,"R",408,"R",310,"R",98
159009,4,  3,"R",1375,"R",424,"R",951,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1298,"R",389,"R",909,"R",15,"R",9,"R",6,"R",0,"R",0,"R",0,"R",26,"R",9,"R",17,"R",13,"R",6,"R",7,"R",4,"R",2,"R",2,"R",19,"R",9,"R",10
159027,1,999,"R",113,"R",2,"R",111,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",29,"Z",0,"R",29,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",1,"R",79,"R",1,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
159027,2,  1,"R",113,"R",2,"R",111,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",29,"Z",0,"R",29,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",1,"R",79,"R",1,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
159197,1,999,"R",1005,"R",836,"R",169,"R",8,"R",7,"R",1,"R",6,"R",4,"R",2,"R",459,"R",354,"R",105,"R",15,"R",14,"R",1,"R",0,"R",0,"R",0,"R",485,"R",431,"R",54,"R",23,"R",19,"R",4,"R",9,"R",7,"R",2,"R",0,"R",0,"R",0
159197,2,  1,"R",1005,"R",836,"R",169,"R",8,"R",7,"R",1,"R",6,"R",4,"R",2,"R",459,"R",354,"R",105,"R",15,"R",14,"R",1,"R",0,"R",0,"R",0,"R",485,"R",431,"R",54,"R",23,"R",19,"R",4,"R",9,"R",7,"R",2,"R",0,"R",0,"R",0
159319,1,999,"R",19,"R",3,"R",16,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",5,"R",2,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
159319,2,  1,"R",19,"R",3,"R",16,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",5,"R",2,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
159328,1,999,"R",141,"R",7,"R",134,"R",0,"R",0,"R",0,"R",10,"R",2,"R",8,"R",37,"R",1,"R",36,"R",10,"R",0,"R",10,"R",1,"R",0,"R",1,"R",80,"R",4,"R",76,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
159328,2,  1,"R",141,"R",7,"R",134,"R",0,"R",0,"R",0,"R",10,"R",2,"R",8,"R",37,"R",1,"R",36,"R",10,"R",0,"R",10,"R",1,"R",0,"R",1,"R",80,"R",4,"R",76,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
159373,1,999,"R",3172,"R",979,"R",2193,"R",8,"R",3,"R",5,"R",246,"R",97,"R",149,"R",277,"R",51,"R",226,"R",153,"R",50,"R",103,"R",2,"R",1,"R",1,"R",2243,"R",687,"R",1556,"R",38,"R",8,"R",30,"R",165,"R",66,"R",99,"R",40,"R",16,"R",24
159373,2,  1,"R",1083,"R",150,"R",933,"R",4,"R",1,"R",3,"R",52,"R",6,"R",46,"R",109,"R",12,"R",97,"R",72,"R",14,"R",58,"R",0,"R",0,"R",0,"R",812,"R",110,"R",702,"R",17,"R",4,"R",13,"R",16,"R",3,"R",13,"R",1,"R",0,"R",1
159373,4,  3,"R",2089,"R",829,"R",1260,"R",4,"R",2,"R",2,"R",194,"R",91,"R",103,"R",168,"R",39,"R",129,"R",81,"R",36,"R",45,"R",2,"R",1,"R",1,"R",1431,"R",577,"R",854,"R",21,"R",4,"R",17,"R",149,"R",63,"R",86,"R",39,"R",16,"R",23
159382,1,999,"R",4074,"R",1319,"R",2755,"R",343,"R",108,"R",235,"R",57,"R",11,"R",46,"R",698,"R",194,"R",504,"R",86,"R",34,"R",52,"R",0,"R",0,"R",0,"R",2600,"R",843,"R",1757,"R",112,"R",30,"R",82,"R",80,"R",32,"R",48,"R",98,"R",67,"R",31
159382,2,  1,"R",4074,"R",1319,"R",2755,"R",343,"R",108,"R",235,"R",57,"R",11,"R",46,"R",698,"R",194,"R",504,"R",86,"R",34,"R",52,"R",0,"R",0,"R",0,"R",2600,"R",843,"R",1757,"R",112,"R",30,"R",82,"R",80,"R",32,"R",48,"R",98,"R",67,"R",31
159391,1,999,"R",33554,"R",15859,"R",17695,"R",113,"R",40,"R",73,"R",1319,"R",667,"R",652,"R",4383,"R",1641,"R",2742,"R",2049,"R",976,"R",1073,"R",38,"R",18,"R",20,"R",22760,"R",10877,"R",11883,"R",600,"R",254,"R",346,"R",510,"R",263,"R",247,"R",1782,"R",1123,"R",659
159391,2,  1,"R",26857,"R",12885,"R",13972,"R",97,"R",36,"R",61,"R",1162,"R",601,"R",561,"R",3515,"R",1384,"R",2131,"R",1667,"R",812,"R",855,"R",34,"R",16,"R",18,"R",18960,"R",9226,"R",9734,"R",518,"R",221,"R",297,"R",314,"R",175,"R",139,"R",590,"R",414,"R",176
159391,4,  3,"R",6697,"R",2974,"R",3723,"R",16,"R",4,"R",12,"R",157,"R",66,"R",91,"R",868,"R",257,"R",611,"R",382,"R",164,"R",218,"R",4,"R",2,"R",2,"R",3800,"R",1651,"R",2149,"R",82,"R",33,"R",49,"R",196,"R",88,"R",108,"R",1192,"R",709,"R",483
159407,1,999,"R",3630,"R",1003,"R",2627,"R",15,"R",3,"R",12,"R",21,"R",5,"R",16,"R",874,"R",170,"R",704,"R",69,"R",22,"R",47,"R",2,"R",1,"R",1,"R",2481,"R",747,"R",1734,"R",89,"R",28,"R",61,"R",66,"R",23,"R",43,"R",13,"R",4,"R",9
159407,2,  1,"R",3630,"R",1003,"R",2627,"R",15,"R",3,"R",12,"R",21,"R",5,"R",16,"R",874,"R",170,"R",704,"R",69,"R",22,"R",47,"R",2,"R",1,"R",1,"R",2481,"R",747,"R",1734,"R",89,"R",28,"R",61,"R",66,"R",23,"R",43,"R",13,"R",4,"R",9
159416,1,999,"R",7981,"R",3333,"R",4648,"R",30,"R",9,"R",21,"R",199,"R",103,"R",96,"R",1800,"R",499,"R",1301,"R",408,"R",186,"R",222,"R",6,"R",4,"R",2,"R",3845,"R",1723,"R",2122,"R",259,"R",113,"R",146,"R",1180,"R",534,"R",646,"R",254,"R",162,"R",92
159416,2,  1,"R",3351,"R",1327,"R",2024,"R",16,"R",6,"R",10,"R",78,"R",28,"R",50,"R",754,"R",220,"R",534,"R",141,"R",56,"R",85,"R",2,"R",1,"R",1,"R",1747,"R",753,"R",994,"R",140,"R",62,"R",78,"R",387,"R",151,"R",236,"R",86,"R",50,"R",36
159416,4,  3,"R",4630,"R",2006,"R",2624,"R",14,"R",3,"R",11,"R",121,"R",75,"R",46,"R",1046,"R",279,"R",767,"R",267,"R",130,"R",137,"R",4,"R",3,"R",1,"R",2098,"R",970,"R",1128,"R",119,"R",51,"R",68,"R",793,"R",383,"R",410,"R",168,"R",112,"R",56
159513,1,999,"R",221,"R",6,"R",215,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",124,"R",1,"R",123,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0,"R",82,"R",5,"R",77,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
159513,2,  1,"R",221,"R",6,"R",215,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",124,"R",1,"R",123,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0,"R",82,"R",5,"R",77,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
159522,1,999,"R",256,"R",10,"R",246,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",51,"R",3,"R",48,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",187,"R",6,"R",181,"R",8,"R",0,"R",8,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0
159522,2,  1,"R",256,"R",10,"R",246,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",51,"R",3,"R",48,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",187,"R",6,"R",181,"R",8,"R",0,"R",8,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0
159531,1,999,"R",63,"Z",0,"R",63,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",47,"Z",0,"R",47,"R",3,"Z",0,"R",3,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
159531,2,  1,"R",63,"Z",0,"R",63,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",47,"Z",0,"R",47,"R",3,"Z",0,"R",3,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
159568,1,999,"R",1515,"R",732,"R",783,"R",17,"R",6,"R",11,"R",12,"R",4,"R",8,"R",400,"R",227,"R",173,"R",38,"R",21,"R",17,"R",1,"R",0,"R",1,"R",958,"R",420,"R",538,"R",33,"R",16,"R",17,"R",24,"R",12,"R",12,"R",32,"R",26,"R",6
159568,2,  1,"R",1132,"R",617,"R",515,"R",13,"R",5,"R",8,"R",12,"R",4,"R",8,"R",303,"R",195,"R",108,"R",32,"R",19,"R",13,"R",1,"R",0,"R",1,"R",703,"R",350,"R",353,"R",26,"R",12,"R",14,"R",10,"R",6,"R",4,"R",32,"R",26,"R",6
159568,4,  3,"R",383,"R",115,"R",268,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",97,"R",32,"R",65,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",255,"R",70,"R",185,"R",7,"R",4,"R",3,"R",14,"R",6,"R",8,"R",0,"R",0,"R",0
159601,1,999,"R",22,"R",3,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",2,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",1,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159601,2,  1,"R",22,"R",3,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",2,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",1,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159647,1,999,"R",13893,"R",6901,"R",6992,"R",60,"R",17,"R",43,"R",157,"R",95,"R",62,"R",1823,"R",819,"R",1004,"R",509,"R",261,"R",248,"R",12,"R",5,"R",7,"R",9537,"R",4709,"R",4828,"R",399,"R",222,"R",177,"R",918,"R",480,"R",438,"R",478,"R",293,"R",185
159647,2,  1,"R",12053,"R",6190,"R",5863,"R",53,"R",15,"R",38,"R",138,"R",87,"R",51,"R",1553,"R",738,"R",815,"R",454,"R",239,"R",215,"R",9,"R",4,"R",5,"R",8410,"R",4331,"R",4079,"R",368,"R",206,"R",162,"R",867,"R",461,"R",406,"R",201,"R",109,"R",92
159647,4,  3,"R",1840,"R",711,"R",1129,"R",7,"R",2,"R",5,"R",19,"R",8,"R",11,"R",270,"R",81,"R",189,"R",55,"R",22,"R",33,"R",3,"R",1,"R",2,"R",1127,"R",378,"R",749,"R",31,"R",16,"R",15,"R",51,"R",19,"R",32,"R",277,"R",184,"R",93
159656,1,999,"R",4377,"R",1522,"R",2855,"R",28,"R",9,"R",19,"R",140,"R",40,"R",100,"R",663,"R",177,"R",486,"R",595,"R",198,"R",397,"R",4,"R",2,"R",2,"R",2293,"R",850,"R",1443,"R",153,"R",57,"R",96,"R",362,"R",126,"R",236,"R",139,"R",63,"R",76
159656,2,  1,"R",2949,"R",1096,"R",1853,"R",10,"R",3,"R",7,"R",95,"R",28,"R",67,"R",418,"R",122,"R",296,"R",467,"R",161,"R",306,"R",2,"R",1,"R",1,"R",1435,"R",581,"R",854,"R",136,"R",49,"R",87,"R",274,"R",102,"R",172,"R",112,"R",49,"R",63
159656,4,  3,"R",1428,"R",426,"R",1002,"R",18,"R",6,"R",12,"R",45,"R",12,"R",33,"R",245,"R",55,"R",190,"R",128,"R",37,"R",91,"R",2,"R",1,"R",1,"R",858,"R",269,"R",589,"R",17,"R",8,"R",9,"R",88,"R",24,"R",64,"R",27,"R",14,"R",13
159717,1,999,"R",8567,"R",3374,"R",5193,"R",46,"R",18,"R",28,"R",133,"R",52,"R",81,"R",1478,"R",522,"R",956,"R",278,"R",105,"R",173,"R",6,"R",2,"R",4,"R",5834,"R",2219,"R",3615,"R",285,"R",106,"R",179,"R",1,"R",1,"R",0,"R",506,"R",349,"R",157
159717,2,  1,"R",7736,"R",3138,"R",4598,"R",44,"R",18,"R",26,"R",122,"R",48,"R",74,"R",1326,"R",493,"R",833,"R",248,"R",95,"R",153,"R",5,"R",2,"R",3,"R",5262,"R",2053,"R",3209,"R",272,"R",104,"R",168,"R",1,"R",1,"R",0,"R",456,"R",324,"R",132
159717,4,  3,"R",831,"R",236,"R",595,"R",2,"R",0,"R",2,"R",11,"R",4,"R",7,"R",152,"R",29,"R",123,"R",30,"R",10,"R",20,"R",1,"R",0,"R",1,"R",572,"R",166,"R",406,"R",13,"R",2,"R",11,"R",0,"R",0,"R",0,"R",50,"R",25,"R",25
159939,1,999,"R",9910,"R",4771,"R",5139,"R",22,"R",7,"R",15,"R",722,"R",384,"R",338,"R",1624,"R",618,"R",1006,"R",1152,"R",546,"R",606,"R",6,"R",3,"R",3,"R",5316,"R",2617,"R",2699,"R",412,"R",190,"R",222,"R",131,"R",63,"R",68,"R",525,"R",343,"R",182
159939,2,  1,"R",8055,"R",3988,"R",4067,"R",20,"R",6,"R",14,"R",658,"R",353,"R",305,"R",1346,"R",531,"R",815,"R",1000,"R",477,"R",523,"R",6,"R",3,"R",3,"R",4238,"R",2173,"R",2065,"R",367,"R",173,"R",194,"R",98,"R",48,"R",50,"R",322,"R",224,"R",98
159939,4,  3,"R",1855,"R",783,"R",1072,"R",2,"R",1,"R",1,"R",64,"R",31,"R",33,"R",278,"R",87,"R",191,"R",152,"R",69,"R",83,"R",0,"R",0,"R",0,"R",1078,"R",444,"R",634,"R",45,"R",17,"R",28,"R",33,"R",15,"R",18,"R",203,"R",119,"R",84
159948,1,999,"R",3615,"R",2712,"R",903,"R",21,"R",17,"R",4,"R",105,"R",65,"R",40,"R",488,"R",338,"R",150,"R",217,"R",135,"R",82,"R",1,"R",1,"R",0,"R",2196,"R",1706,"R",490,"R",6,"R",5,"R",1,"R",501,"R",387,"R",114,"R",80,"R",58,"R",22
159948,2,  1,"R",1662,"R",1185,"R",477,"R",11,"R",7,"R",4,"R",21,"R",11,"R",10,"R",306,"R",202,"R",104,"R",173,"R",105,"R",68,"R",0,"R",0,"R",0,"R",869,"R",641,"R",228,"R",0,"R",0,"R",0,"R",270,"R",212,"R",58,"R",12,"R",7,"R",5
159948,4,  3,"R",1953,"R",1527,"R",426,"R",10,"R",10,"R",0,"R",84,"R",54,"R",30,"R",182,"R",136,"R",46,"R",44,"R",30,"R",14,"R",1,"R",1,"R",0,"R",1327,"R",1065,"R",262,"R",6,"R",5,"R",1,"R",231,"R",175,"R",56,"R",68,"R",51,"R",17
159966,1,999,"R",7486,"R",2642,"R",4844,"R",144,"R",45,"R",99,"R",86,"R",28,"R",58,"R",1437,"R",457,"R",980,"R",256,"R",91,"R",165,"R",2,"R",2,"R",0,"R",5047,"R",1810,"R",3237,"R",179,"R",61,"R",118,"R",218,"R",96,"R",122,"R",117,"R",52,"R",65
159966,2,  1,"R",6615,"R",2431,"R",4184,"R",138,"R",44,"R",94,"R",74,"R",26,"R",48,"R",1292,"R",431,"R",861,"R",231,"R",86,"R",145,"R",2,"R",2,"R",0,"R",4436,"R",1655,"R",2781,"R",168,"R",60,"R",108,"R",191,"R",88,"R",103,"R",83,"R",39,"R",44
159966,4,  3,"R",871,"R",211,"R",660,"R",6,"R",1,"R",5,"R",12,"R",2,"R",10,"R",145,"R",26,"R",119,"R",25,"R",5,"R",20,"R",0,"R",0,"R",0,"R",611,"R",155,"R",456,"R",11,"R",1,"R",10,"R",27,"R",8,"R",19,"R",34,"R",13,"R",21
159993,1,999,"R",10337,"R",3724,"R",6613,"R",36,"R",12,"R",24,"R",212,"R",81,"R",131,"R",2307,"R",688,"R",1619,"R",233,"R",99,"R",134,"R",5,"R",4,"R",1,"R",6608,"R",2406,"R",4202,"R",268,"R",96,"R",172,"R",286,"R",103,"R",183,"R",382,"R",235,"R",147
159993,2,  1,"R",8828,"R",3259,"R",5569,"R",32,"R",12,"R",20,"R",161,"R",61,"R",100,"R",2040,"R",631,"R",1409,"R",186,"R",78,"R",108,"R",4,"R",4,"R",0,"R",5652,"R",2122,"R",3530,"R",232,"R",85,"R",147,"R",232,"R",85,"R",147,"R",289,"R",181,"R",108
159993,4,  3,"R",1509,"R",465,"R",1044,"R",4,"R",0,"R",4,"R",51,"R",20,"R",31,"R",267,"R",57,"R",210,"R",47,"R",21,"R",26,"R",1,"R",0,"R",1,"R",956,"R",284,"R",672,"R",36,"R",11,"R",25,"R",54,"R",18,"R",36,"R",93,"R",54,"R",39
160010,1,999,"R",1661,"R",957,"R",704,"R",21,"R",8,"R",13,"R",8,"R",8,"R",0,"R",649,"R",282,"R",367,"R",73,"R",49,"R",24,"R",10,"R",1,"R",9,"R",808,"R",548,"R",260,"R",39,"R",18,"R",21,"R",52,"R",42,"R",10,"R",1,"R",1,"R",0
160010,2,  1,"R",1661,"R",957,"R",704,"R",21,"R",8,"R",13,"R",8,"R",8,"R",0,"R",649,"R",282,"R",367,"R",73,"R",49,"R",24,"R",10,"R",1,"R",9,"R",808,"R",548,"R",260,"R",39,"R",18,"R",21,"R",52,"R",42,"R",10,"R",1,"R",1,"R",0
160038,1,999,"R",13099,"R",3797,"R",9302,"R",187,"R",59,"R",128,"R",129,"R",43,"R",86,"R",3650,"R",922,"R",2728,"R",700,"R",242,"R",458,"R",21,"R",11,"R",10,"R",7473,"R",2177,"R",5296,"R",466,"R",153,"R",313,"R",303,"R",116,"R",187,"R",170,"R",74,"R",96
160038,2,  1,"R",11658,"R",3532,"R",8126,"R",176,"R",58,"R",118,"R",114,"R",40,"R",74,"R",3359,"R",874,"R",2485,"R",669,"R",237,"R",432,"R",18,"R",10,"R",8,"R",6451,"R",1993,"R",4458,"R",441,"R",146,"R",295,"R",277,"R",108,"R",169,"R",153,"R",66,"R",87
160038,4,  3,"R",1441,"R",265,"R",1176,"R",11,"R",1,"R",10,"R",15,"R",3,"R",12,"R",291,"R",48,"R",243,"R",31,"R",5,"R",26,"R",3,"R",1,"R",2,"R",1022,"R",184,"R",838,"R",25,"R",7,"R",18,"R",26,"R",8,"R",18,"R",17,"R",8,"R",9
160065,1,999,"R",1579,"R",287,"R",1292,"R",14,"R",5,"R",9,"R",58,"R",15,"R",43,"R",496,"R",53,"R",443,"R",172,"R",29,"R",143,"R",2,"R",1,"R",1,"R",700,"R",149,"R",551,"R",23,"R",3,"R",20,"R",90,"R",23,"R",67,"R",24,"R",9,"R",15
160065,2,  1,"R",1155,"R",211,"R",944,"R",8,"R",2,"R",6,"R",46,"R",14,"R",32,"R",331,"R",32,"R",299,"R",132,"R",20,"R",112,"R",2,"R",1,"R",1,"R",530,"R",119,"R",411,"R",17,"R",1,"R",16,"R",72,"R",15,"R",57,"R",17,"R",7,"R",10
160065,4,  3,"R",424,"R",76,"R",348,"R",6,"R",3,"R",3,"R",12,"R",1,"R",11,"R",165,"R",21,"R",144,"R",40,"R",9,"R",31,"R",0,"R",0,"R",0,"R",170,"R",30,"R",140,"R",6,"R",2,"R",4,"R",18,"R",8,"R",10,"R",7,"R",2,"R",5
160074,1,999,"R",1767,"R",289,"R",1478,"R",10,"R",2,"R",8,"R",55,"R",16,"R",39,"R",317,"R",23,"R",294,"R",145,"R",17,"R",128,"R",6,"R",1,"R",5,"R",1133,"R",201,"R",932,"R",0,"R",0,"R",0,"R",101,"R",29,"R",72,"R",0,"R",0,"R",0
160074,2,  1,"R",1428,"R",195,"R",1233,"R",10,"R",2,"R",8,"R",41,"R",12,"R",29,"R",276,"R",18,"R",258,"R",134,"R",12,"R",122,"R",5,"R",0,"R",5,"R",869,"R",125,"R",744,"R",0,"R",0,"R",0,"R",93,"R",26,"R",67,"R",0,"R",0,"R",0
160074,4,  3,"R",339,"R",94,"R",245,"R",0,"R",0,"R",0,"R",14,"R",4,"R",10,"R",41,"R",5,"R",36,"R",11,"R",5,"R",6,"R",1,"R",1,"R",0,"R",264,"R",76,"R",188,"R",0,"R",0,"R",0,"R",8,"R",3,"R",5,"R",0,"R",0,"R",0
160117,1,999,"R",168,"R",7,"R",161,"R",0,"R",0,"R",0,"R",9,"R",3,"R",6,"R",115,"R",2,"R",113,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",35,"R",0,"R",35,"R",4,"R",1,"R",3,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0
160117,2,  1,"R",168,"R",7,"R",161,"R",0,"R",0,"R",0,"R",9,"R",3,"R",6,"R",115,"R",2,"R",113,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",35,"R",0,"R",35,"R",4,"R",1,"R",3,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0
160126,1,999,"R",42,"R",0,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41,"R",0,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160126,2,  1,"R",42,"R",0,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41,"R",0,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160135,1,999,"R",53,"R",5,"R",48,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",4,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1,"R",27,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
160135,2,  1,"R",53,"R",5,"R",48,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",4,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1,"R",27,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
160199,1,999,"R",81,"R",1,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",75,"R",1,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160199,2,  1,"R",81,"R",1,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",75,"R",1,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
160320,1,999,"R",3837,"R",179,"R",3658,"R",14,"R",0,"R",14,"R",61,"R",2,"R",59,"R",1029,"R",58,"R",971,"R",496,"R",30,"R",466,"R",11,"R",0,"R",11,"R",2051,"R",87,"R",1964,"R",82,"R",1,"R",81,"R",93,"R",1,"R",92,"R",0,"R",0,"R",0
160320,2,  1,"R",3837,"R",179,"R",3658,"R",14,"R",0,"R",14,"R",61,"R",2,"R",59,"R",1029,"R",58,"R",971,"R",496,"R",30,"R",466,"R",11,"R",0,"R",11,"R",2051,"R",87,"R",1964,"R",82,"R",1,"R",81,"R",93,"R",1,"R",92,"R",0,"R",0,"R",0
160409,1,999,"R",149,"R",149,"R",0,"Z",0,"Z",0,"Z",0,"R",7,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"R",48,"R",48,"Z",0,"Z",0,"Z",0,"Z",0,"R",84,"R",84,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",8,"R",0
