UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
184746,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",724603,"R",1124,"R",104500,"R",104500,"R",0,"R",0,"R",830227,"R",0,"R",0,"R",0,"R",4059066,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",4059066,"R",1348997,"R",1228997,"R",833771,"R",833771,"R",0,"R",0,"R",1093143,"R",1093143,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",3275911,"R",3155911,"R",101447,"R",10390,"R",0,"R",0,"R",8163,"A",,"A",,-2
184816,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",398675,"R",3600,"R",81584,"R",81584,"R",0,"R",20275,"R",504134,"R",0,"R",0,"R",0,"R",913797,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",90981,"A",,"A",,"R",192629,"R",1197407,"R",652374,"R",133555,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57170,"R",45687,"R",244138,"R",60000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",953682,"R",239242,"R",60131,"R",234544,"R",12177,"R",0,"R",407588,"A",,"A",,-2
184870,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4792650,"R",122999,"R",285834,"R",285834,"Z",0,"Z",0,"R",5201483,"Z",0,"Z",0,"Z",0,"R",14544192,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",14544192,"R",4028015,"R",2604127,"Z",0,"Z",0,"Z",0,"Z",0,"R",198885,"R",128378,"R",2041127,"R",711945,"R",4709498,"R",935996,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",10977525,"R",4380446,"R",751003,"R",2300260,"R",117805,"R",0,"R",3428011,"A",,"A",,-2
184959,"R",8162061,"R",569003,"R",300670,"R",0,"R",2127067,"R",0,"R",6034994,"R",8162061,"R",0,"R",0,"R",1463175,"R",0,"R",0,"R",1463175,"R",1162505,"R",300670,"R",9806264,"R",8855374,"R",55728,"R",1006618,"R",0,"R",5908600,"R",-880224,"R",6034994,"R",1522609,"R",0,"R",312829,"R",312829,"R",0,"R",0,"R",1835438,"R",0,"R",0,"R",0,"R",9806264,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9806264,"R",3444063,"R",2800000,"R",0,"R",0,"R",0,"R",0,"R",1897282,"R",1200000,"R",1000000,"R",850000,"R",500000,"R",500000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2014029,"R",0,"R",8855374,"R",5350000,"R",1900000,"R",50000,"R",0,"R",0,"R",1555374,"A",,"A",,-2
185174,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",175538,"R",7187,"R",0,"R",0,"R",0,"R",0,"R",182725,"R",0,"R",0,"R",0,"R",1549550,"R",182725,"R",0,"R",182725,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7250,"R",662,"R",113559,"A",,"A",,"R",249168,"R",2102914,"R",786208,"R",426382,"R",0,"R",0,"R",0,"R",0,"R",14649,"R",13129,"R",487872,"R",365386,"R",382343,"R",32786,"A",,"A",,"R",1797,"A",,"A",,"R",213889,"R",60802,"R",1886758,"R",898485,"R",320449,"R",294978,"R",17455,"R",148,"R",355243,"A",,"A",,-2
185332,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2023431,"R",92461,"R",81683,"R",81683,"Z",0,"Z",0,"R",2197575,"Z",0,"Z",0,"Z",0,"R",8237255,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",8237255,"R",2238278,"R",1568066,"Z",0,"Z",0,"Z",0,"Z",0,"R",121836,"R",78275,"R",766707,"R",346950,"R",1991511,"R",449090,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",5118332,"R",2442381,"R",363154,"R",898322,"R",24634,"R",0,"R",1389841,"A",,"A",,-2
185396,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4286747,"R",149365,"Z",0,"Z",0,"Z",0,"Z",0,"R",4436112,"Z",0,"Z",0,"Z",0,"R",16761572,"R",4436112,"R",4286747,"R",149365,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",21197684,"R",5271174,"R",3044063,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",1552460,"R",444126,"R",3309579,"R",661514,"A",,"A",,"Z",0,"A",,"A",,"R",5275243,"R",0,"R",15408456,"R",4149703,"R",617697,"R",1842174,"R",302307,"R",0,"R",8496575,"A",,"A",,-2
185466,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",561606,"R",0,"R",0,"R",0,"R",0,"R",189636,"R",751242,"R",189636,"Z",0,"R",189636,"R",3812133,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1018,"R",268522,"A",,"A",,"R",0,"R",4081673,"R",806211,"R",741249,"Z",0,"Z",0,"Z",0,"Z",0,"R",605133,"R",71261,"R",191533,"R",191533,"R",416848,"R",152327,"A",,"A",,"Z",0,"A",,"A",,"R",1079788,"R",0,"R",3099513,"R",1156370,"R",61004,"R",827604,"R",5357,"R",20386,"R",1028792,"A",,"A",,-2
185721,"R",4432398,"R",276443,"R",162868,"R",0,"R",977089,"R",0,"R",3455309,"R",4432398,"R",0,"R",106596,"R",821306,"R",0,"R",0,"R",927902,"R",765034,"R",162868,"R",6888210,"R",5239100,"R",38140,"R",1687250,"R",0,"R",2005293,"R",-237234,"R",3455309,"R",1384870,"R",0,"R",242420,"R",242420,"R",0,"R",0,"R",1627290,"R",0,"R",0,"R",0,"R",6888210,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",6888210,"R",1842030,"R",1550000,"R",0,"R",0,"R",0,"R",0,"R",1741478,"R",1450000,"R",550000,"R",375000,"R",294378,"R",250000,"R",0,"R",0,"R",0,"A",,"A",,"R",811214,"R",0,"R",5239100,"R",3625000,"R",925000,"R",50000,"R",0,"R",0,"R",639100,"A",,"A",,-2
185767,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",983380,"R",11557,"R",0,"R",0,"R",0,"R",0,"R",994937,"R",0,"R",0,"R",0,"R",3456618,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26771,"R",116363,"A",,"A",,"R",455,"R",3600207,"R",1829978,"R",658368,"R",0,"R",0,"R",0,"R",0,"R",303307,"R",182880,"R",165749,"R",109728,"R",866644,"R",512064,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",3165678,"R",1463040,"R",77156,"R",1610167,"R",13961,"R",1354,"R",0,"A",,"A",,-2
185970,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",301470,"R",6156,"R",0,"R",0,"R",0,"R",68285,"R",375911,"R",0,"R",0,"R",0,"R",1740812,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8368,"R",140579,"A",,"A",,"R",25091,"R",1914850,"R",463267,"R",248253,"R",0,"R",0,"R",0,"R",0,"R",111670,"R",32707,"R",168940,"R",163536,"R",624693,"R",330096,"A",,"A",,"R",36575,"A",,"A",,"R",519995,"R",0,"R",1925140,"R",774592,"R",151484,"R",173051,"R",67587,"R",29724,"R",728702,"A",,"A",,-2
186016,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1520113,"R",55518,"R",67972,"R",67972,"Z",0,"R",78825,"R",1722428,"Z",0,"Z",0,"Z",0,"R",5902591,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",575672,"A",,"A",,"R",124,"R",6478387,"R",2222058,"R",1078155,"Z",0,"Z",0,"Z",0,"Z",0,"R",322103,"R",295276,"R",670233,"R",614411,"R",1743622,"R",1232829,"A",,"A",,"Z",0,"A",,"A",,"R",1236298,"R",0,"R",6194314,"R",3220671,"R",292611,"R",225474,"R",146055,"R",27256,"R",2282247,"A",,"A",,-2
186052,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2494495,"R",48732,"R",0,"R",0,"R",0,"R",42748,"R",2585975,"R",42748,"R",0,"R",42748,"R",9055631,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8230,"R",306998,"A",,"A",,"R",26381,"R",9397240,"R",1324708,"R",1324708,"Z",0,"R",0,"Z",0,"R",0,"R",1134306,"R",128532,"R",1192770,"R",707820,"R",4058886,"R",1036149,"A",,"A",,"R",0,"A",,"A",,"R",22060,"R",21744,"R",7732730,"R",3218953,"R",1089097,"R",1123569,"R",321072,"R",2465,"R",1977574,"A",,"A",,-2
186274,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",487833,"R",13542,"R",0,"R",0,"R",0,"R",0,"R",501375,"R",0,"R",0,"R",0,"R",1548608,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",127507,"R",0,"A",,"A",,"R",160000,"R",1836115,"R",1445370,"R",749238,"R",0,"R",0,"R",0,"R",0,"R",206481,"R",107033,"R",185833,"R",96330,"R",227129,"R",117737,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",2064813,"R",1070338,"R",109653,"R",872727,"R",6263,"R",5832,"R",0,"A",,"A",,-2
186593,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",513569,"R",0,"R",92441,"R",92441,"R",0,"R",0,"R",606010,"R",0,"R",0,"R",0,"R",1615228,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",111503,"A",,"A",,"R",0,"R",1726731,"R",485974,"R",222038,"R",0,"R",0,"R",0,"R",0,"R",181429,"R",44408,"R",214964,"R",133223,"R",545898,"R",155425,"A",,"A",,"R",0,"A",,"A",,"R",37039,"R",0,"R",1465304,"R",555094,"R",114050,"R",36337,"R",37039,"R",0,"R",722784,"A",,"A",,-2
187000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",990818,"R",17984,"R",4000,"R",4000,"R",0,"R",13000,"R",1025802,"R",0,"R",0,"R",0,"R",3724167,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25000,"A",,"A",,"R",0,"R",3749167,"R",1402479,"R",1241348,"R",0,"R",0,"R",0,"R",0,"R",900000,"R",300000,"R",2000,"R",1000,"R",1000,"R",1000,"A",,"A",,"R",25000,"A",,"A",,"R",0,"R",0,"R",2330479,"R",1543348,"R",253878,"R",460909,"R",48135,"R",0,"R",24209,"A",,"A",,-2
187505,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3896671,"R",307044,"Z",0,"Z",0,"Z",0,"Z",0,"R",4203715,"Z",0,"Z",0,"Z",0,"R",8214229,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",109920,"R",1013783,"A",,"A",,"R",0,"R",9337932,"R",5325226,"R",2311729,"Z",0,"Z",0,"Z",0,"Z",0,"R",1296561,"R",608348,"R",305532,"R",117614,"R",1742900,"R",1017974,"A",,"A",,"Z",0,"A",,"A",,"R",472872,"R",0,"R",9143091,"R",4055665,"R",136051,"R",2444760,"R",518937,"R",1514806,"R",472872,"A",,"A",,-2
188289,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",285450,"R",0,"R",0,"R",0,"R",0,"R",0,"R",285450,"R",0,"R",0,"R",0,"R",285450,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",107645,"A",,"A",,"R",456222,"R",849317,"R",149508,"R",78200,"R",0,"R",0,"R",0,"R",0,"R",22671,"R",0,"R",85575,"R",785,"R",140383,"R",94813,"A",,"A",,"Z",0,"A",,"A",,"R",348055,"R",71308,"R",746192,"R",245106,"R",10358,"R",146828,"R",42630,"R",0,"R",301270,"A",,"A",,-2
188517,"R",38480735,"Z",0,"R",3119735,"Z",0,"R",183176,"Z",0,"R",38297559,"R",38480735,"R",850000,"R",2843734,"R",1652053,"R",12713,"Z",0,"R",5358500,"R",2238765,"R",3119735,"R",5754760,"R",6295690,"R",0,"R",-540930,"Z",0,"R",38838489,"R",0,"R",38297559,"R",1780549,"R",411184,"R",742461,"R",742461,"Z",0,"R",1559,"R",2935753,"Z",0,"Z",0,"Z",0,"R",5754760,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",5754760,"R",1283654,"R",1016888,"Z",0,"Z",0,"Z",0,"Z",0,"R",321971,"R",50811,"R",1296530,"R",449195,"R",2611442,"R",580438,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",782093,"R",0,"R",6295690,"R",2097332,"R",305486,"R",687859,"R",277909,"Z",0,"R",2927104,"R",3556433,"R",-183903, 1
188650,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1891698,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1891698,"R",0,"R",0,"R",0,"R",5810780,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5227,"R",0,"A",,"A",,"R",0,"R",5816007,"R",2217708,"R",676823,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",152416,"R",46516,"R",2356140,"R",719070,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",4726264,"R",1442409,"R",177071,"R",2946456,"R",160327,"R",0,"R",1,"A",,"A",,-2
188696,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",103200,"R",18424,"R",0,"R",0,"R",0,"R",809963,"R",931587,"R",0,"R",0,"R",0,"R",1586105,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",3536385,"R",5122490,"R",773573,"R",773573,"R",0,"R",0,"R",0,"R",0,"R",45000,"R",45000,"R",20000,"R",2000,"R",1148399,"R",1148399,"A",,"A",,"R",0,"A",,"A",,"R",2834442,"R",0,"R",4821414,"R",1968972,"R",69367,"R",87286,"R",0,"R",0,"R",2695789,"A",,"A",,-2
188890,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4552889,"R",4032840,"Z",0,"Z",0,"Z",0,"Z",0,"R",8585729,"R",4032840,"Z",0,"R",4032840,"R",21558113,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21483,"Z",0,"A",,"A",,"R",2737204,"R",24316800,"R",3940061,"R",3239516,"Z",0,"Z",0,"Z",0,"Z",0,"R",994957,"R",818053,"R",222400,"R",182857,"R",18559664,"R",3904031,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",23717082,"R",8144457,"R",1761238,"R",613616,"R",183844,"Z",0,"R",13013927,"A",,"A",,-2
189219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",831000,"R",0,"R",120000,"R",110000,"R",10000,"R",0,"R",951000,"R",0,"R",0,"R",0,"R",2193000,"R",846470,"R",831470,"R",15000,"R",105530,"R",95530,"R",0,"R",0,"R",10000,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",3145000,"R",360000,"R",230000,"R",0,"R",0,"R",0,"R",0,"R",355000,"R",41000,"R",355000,"R",153000,"R",360000,"R",153000,"A",,"A",,"R",0,"A",,"A",,"R",690000,"R",3000,"R",2120000,"R",580000,"R",71000,"R",28000,"R",22000,"R",0,"R",1419000,"A",,"A",,-2
189228,"R",53363797,"R",0,"R",8965717,"R",0,"R",14446505,"R",0,"R",38917292,"R",53363797,"R",0,"R",0,"R",4370171,"R",0,"R",11787782,"R",16157953,"R",7192236,"R",8965717,"R",90171782,"R",87131363,"R",0,"R",3040419,"R",-1316000,"R",37192873,"R",0,"R",38917292,"R",15487655,"R",945969,"R",6170675,"R",6170675,"R",0,"R",26348213,"R",48952512,"R",26348213,"R",0,"R",26348213,"R",81939978,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4564213,"R",0,"R",2168019,"R",0,"R",1499572,"R",90171782,"R",26846835,"R",14490105,"R",0,"R",0,"R",0,"R",0,"R",6349432,"R",2815867,"R",32157085,"R",12384110,"R",13292713,"R",5827938,"R",8485298,"R",1311891,"R",0,"R",0,"R",0,"R",0,"R",0,"R",87131363,"R",36829911,"R",6992012,"R",13882214,"R",575655,"R",0,"R",28851571,"A",,"A",,-2
189255,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",100000,"R",100000,"A",,"A",,"R",0,"R",208000,"R",50000,"R",50000,"R",0,"Z",0,"R",0,"Z",0,"R",12000,"Z",0,"R",20000,"Z",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",82000,"R",50000,"R",10000,"R",15000,"R",7000,"R",0,"R",0,"A",,"A",,-2
189404,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",638075,"R",13591,"R",60956,"R",60956,"R",0,"R",24655,"R",737277,"R",0,"R",0,"R",0,"R",2414738,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",863,"R",109223,"A",,"A",,"R",0,"R",2524824,"R",599820,"R",476773,"R",0,"R",0,"R",0,"R",0,"R",2111221,"R",506429,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",2711041,"R",983202,"R",8817,"R",653202,"R",4618,"R",3892,"R",1057310,"A",,"A",,-2
189468,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",300027,"R",5625,"R",70293,"R",70293,"R",0,"R",2165,"R",378110,"R",0,"R",0,"R",0,"R",1647274,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",210,"R",75715,"A",,"A",,"R",0,"R",1723199,"R",413858,"R",262644,"R",0,"R",0,"R",0,"R",0,"R",1270129,"R",221455,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1683987,"R",484099,"R",31989,"R",625641,"R",72739,"R",13059,"R",456460,"A",,"A",,-2
189477,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",600329,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",600329,"Z",0,"Z",0,"Z",0,"R",1207329,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",63510,"A",,"A",,"R",0,"R",1270839,"R",623141,"R",623141,"Z",0,"Z",0,"Z",0,"Z",0,"R",297376,"R",0,"R",254135,"R",0,"R",82266,"R",0,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",1256918,"R",623141,"R",0,"R",247516,"R",2938,"R",0,"R",383323,"A",,"A",,-2
189556,"R",26313424,"Z",0,"R",4666539,"Z",0,"R",4744985,"Z",0,"R",21568439,"R",26313424,"R",708763,"R",5278972,"R",1477724,"R",26088,"Z",0,"R",7491547,"R",2825008,"R",4666539,"R",4366896,"R",4569092,"R",0,"R",-202196,"Z",0,"R",21770635,"R",0,"R",21568439,"R",1211142,"R",312575,"R",484127,"R",484127,"Z",0,"R",384,"R",2008228,"Z",0,"Z",0,"Z",0,"R",4366896,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",4366896,"R",914738,"R",706054,"Z",0,"Z",0,"Z",0,"Z",0,"R",214369,"R",43345,"R",1041452,"R",443392,"R",1642920,"R",461516,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",755613,"R",0,"R",4569092,"R",1654307,"R",231863,"R",244859,"R",255998,"R",375830,"R",1806235,"R",3556433,"R",-183903, 1
189565,"R",30004451,"Z",0,"R",190632,"Z",0,"R",197214,"Z",0,"R",29807237,"R",30004451,"Z",0,"R",337312,"R",744161,"R",3799,"Z",0,"R",1085272,"R",894640,"R",190632,"R",3908773,"R",4549400,"R",0,"R",-640627,"Z",0,"R",30447864,"R",0,"R",29807237,"R",1240929,"R",258433,"R",592912,"R",592912,"Z",0,"R",4868,"R",2097142,"Z",0,"Z",0,"Z",0,"R",3908773,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",3908773,"R",924700,"R",777783,"Z",0,"Z",0,"Z",0,"Z",0,"R",216294,"R",48954,"R",945619,"R",417924,"R",1539823,"R",452406,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",922964,"R",0,"R",4549400,"R",1697067,"R",226273,"R",890520,"R",97206,"Z",0,"R",1638334,"R",3556433,"R",-183903, 1
189574,"R",42833211,"Z",0,"R",3053385,"Z",0,"R",326996,"Z",0,"R",42506215,"R",42833211,"R",240000,"R",6481875,"R",2365563,"R",27281,"Z",0,"R",9114719,"R",6061334,"R",3053385,"R",6723678,"R",6895948,"R",0,"R",-172270,"Z",0,"R",42678484,"R",1,"R",42506215,"R",2088171,"R",208760,"R",1114605,"R",1114605,"Z",0,"R",2700,"R",3414236,"Z",0,"Z",0,"Z",0,"R",6723678,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",6723678,"R",1317416,"R",1003764,"Z",0,"Z",0,"Z",0,"Z",0,"R",359575,"R",42391,"R",2154781,"R",939340,"R",2074605,"R",547554,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",989571,"R",0,"R",6895948,"R",2533049,"R",340629,"R",576355,"R",659203,"Z",0,"R",2786712,"R",3556433,"R",-183903, 1
