UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
178527,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",120528,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",120528,"Z",0,"Z",0,"Z",0,"R",213458,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",49617,"A",,"A",,"R",0,"R",263075,"R",53294,"R",53294,"Z",0,"Z",0,"Z",0,"Z",0,"R",1000,"R",1000,"R",0,"R",0,"R",38760,"R",38760,"A",,"A",,"Z",0,"A",,"A",,"R",139247,"R",0,"R",232301,"R",93054,"R",1785,"R",15531,"R",5123,"R",1430,"R",115378,"A",,"A",,-2
178767,"R",2607038,"R",0,"R",2448900,"R",0,"R",1630783,"R",1454879,"R",976255,"R",2607038,"R",0,"R",2978698,"R",237295,"R",0,"R",88125,"R",3304118,"R",855218,"R",2448900,"R",1575195,"R",1611004,"R",0,"R",-35809,"R",0,"R",1063609,"R",-51545,"R",976255,"R",491862,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",491862,"Z",0,"Z",0,"Z",0,"R",1574001,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1194,"Z",0,"Z",0,"Z",0,"R",0,"R",1575195,"R",1237256,"R",557477,"Z",0,"Z",0,"Z",0,"Z",0,"R",89503,"R",65000,"R",124002,"R",109766,"R",160243,"R",145550,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",1611004,"R",877793,"R",146107,"R",135485,"R",110881,"R",66955,"R",273783,"A",,"A",,-2
178989,"R",1125351,"R",0,"R",0,"R",0,"R",5344245,"R",0,"R",-4218894,"R",1125351,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14840229,"R",11207629,"R",0,"R",3632600,"R",0,"R",-10062469,"R",2210975,"R",-4218894,"R",126098,"R",0,"R",19000,"R",19000,"R",0,"R",2607327,"R",2752425,"R",0,"R",0,"R",0,"R",6894282,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",173488,"R",0,"R",7772459,"R",14840229,"R",5334337,"R",2699109,"R",0,"R",0,"R",0,"R",0,"R",1210762,"R",612631,"R",188416,"R",95336,"R",339612,"R",171839,"R",152940,"R",77386,"R",0,"R",0,"R",0,"R",3981562,"R",0,"R",11207629,"R",3656301,"R",3569766,"R",329112,"R",91,"R",409321,"R",3243038,"R",0,"R",0, 2
179195,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",214466,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",214466,"Z",0,"Z",0,"Z",0,"R",217421,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10690,"A",,"A",,"R",0,"R",228111,"R",49748,"R",45911,"Z",0,"Z",0,"Z",0,"Z",0,"R",10300,"R",1500,"R",8440,"R",1500,"R",72119,"R",10000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",140607,"R",58911,"R",3837,"R",10458,"R",889,"R",0,"R",66512,"A",,"A",,-2
179229,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",109535,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",109535,"Z",0,"Z",0,"Z",0,"R",152536,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",57889,"A",,"A",,"R",112651,"R",323076,"R",272752,"R",110938,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",272752,"R",110938,"R",9169,"R",150432,"R",2209,"R",4,"R",0,"A",,"A",,-2
179511,"R",5755295,"R",1200,"R",841285,"R",0,"R",3362235,"Z",0,"R",2393060,"R",5755295,"R",0,"R",989547,"R",1929000,"R",0,"R",168063,"R",3086610,"R",2245325,"R",841285,"R",9634461,"R",9733667,"R",0,"R",-99206,"Z",0,"R",2492266,"R",0,"R",2393060,"R",3234471,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3234471,"Z",0,"Z",0,"Z",0,"R",9106307,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",528154,"Z",0,"Z",0,"A",,"R",0,"R",9634461,"R",2569012,"R",2416189,"Z",0,"R",0,"Z",0,"R",0,"R",157610,"R",148234,"R",157610,"R",148234,"R",6849435,"R",2433779,"Z",0,"R",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",9733667,"R",5146436,"R",150754,"R",0,"R",143084,"R",78709,"R",4214684,"R",1424,"R",420, 3
179991,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",98565,"R",0,"R",0,"R",0,"R",0,"R",0,"R",98565,"R",0,"R",0,"R",0,"R",159207,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1733,"R",107209,"A",,"A",,"R",98565,"R",366714,"R",326752,"R",128968,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",326752,"R",128968,"R",2600,"R",70220,"R",4676,"R",402,"R",119886,"A",,"A",,-2
180063,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",86916,"R",0,"R",0,"R",0,"R",0,"R",0,"R",86916,"R",0,"R",0,"R",0,"R",369254,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",132962,"A",,"A",,"R",0,"R",502216,"R",247135,"R",225936,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",174448,"R",21199,"R",421583,"R",247135,"R",0,"R",0,"R",0,"R",0,"R",174448,"A",,"A",,-2
180090,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",300585,"R",0,"R",10800,"R",10800,"R",0,"R",0,"R",311385,"R",0,"R",0,"R",0,"R",520340,"R",0,"R",0,"R",0,"R",10800,"R",0,"R",10800,"R",0,"R",0,"R",0,"R",0,"R",280573,"A",,"A",,"R",0,"R",811713,"R",201929,"R",10800,"R",0,"R",0,"R",0,"R",0,"R",116170,"R",106849,"R",124547,"R",109453,"R",88562,"R",67518,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",531208,"R",294620,"R",0,"R",42448,"R",7438,"R",241,"R",186461,"A",,"A",,-2
180771,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36620,"R",3600,"R",18372,"R",18372,"Z",0,"R",4800,"R",63392,"Z",0,"Z",0,"Z",0,"R",211325,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",96765,"A",,"A",,"R",1,"R",308091,"R",49386,"R",42953,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"A",,"A",,"Z",0,"A",,"A",,"R",221268,"R",0,"R",270654,"R",42953,"R",6433,"Z",0,"R",2235,"Z",0,"R",219033,"A",,"A",,-2
180957,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",600459,"R",6856,"R",84290,"R",82390,"R",1900,"R",0,"R",691605,"R",0,"R",0,"R",0,"R",1400926,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",342598,"A",,"A",,"R",0,"R",1743524,"R",1012007,"R",869788,"R",0,"Z",0,"Z",0,"Z",0,"R",40741,"R",1500,"R",13465,"R",3700,"R",521345,"R",1300,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",1587558,"R",876288,"R",34693,"R",409949,"R",61727,"R",345,"R",204556,"A",,"A",,-2
181190,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",773302,"R",24120,"R",171422,"R",171422,"R",0,"R",115750,"R",1084594,"R",0,"R",0,"R",0,"R",1744318,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21827,"R",455866,"A",,"A",,"R",0,"R",2222011,"R",1086334,"R",738399,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",165508,"R",165508,"R",1226940,"R",264388,"A",,"A",,"R",0,"A",,"A",,"R",271852,"R",0,"R",2750634,"R",1168295,"R",0,"R",522964,"R",154465,"R",0,"R",904910,"A",,"A",,-2
181880,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1065895,"R",0,"R",0,"R",0,"R",0,"R",89630,"R",1155525,"R",0,"R",0,"R",0,"R",3524325,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",439999,"A",,"A",,"R",37067,"R",4001391,"R",1416902,"R",1077255,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",1497368,"R",0,"R",2914270,"R",1077255,"R",0,"R",362707,"R",8773,"R",0,"R",1465535,"A",,"A",,-2
181941,"R",3721359,"R",0,"R",610088,"R",285222,"R",2384456,"R",321744,"R",1336903,"R",3721359,"R",0,"R",0,"R",1299322,"R",0,"R",0,"R",1299322,"R",689234,"R",610088,"R",5735320,"R",5951553,"R",0,"R",-216233,"R",295000,"R",1258136,"R",0,"R",1336903,"R",1450021,"R",40159,"Z",0,"Z",0,"Z",0,"R",52587,"R",1542767,"R",52587,"Z",0,"R",52587,"R",4229473,"R",1490180,"Z",0,"R",1490180,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15667,"Z",0,"Z",0,"A",,"R",0,"R",5735320,"R",3031390,"R",1525860,"Z",0,"Z",0,"Z",0,"Z",0,"R",255062,"R",255062,"R",242414,"R",192572,"R",2422687,"R",590160,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",5951553,"R",2563654,"R",192185,"R",848534,"R",236175,"R",18290,"R",2092715,"A",,"A",,-2
182111,"R",4702367,"R",0,"R",435599,"R",0,"R",3636247,"R",0,"R",1066120,"R",4702367,"R",0,"R",2718279,"R",925184,"R",806173,"R",4766,"R",4454402,"R",4018803,"R",435599,"R",8176566,"R",12181911,"R",5071464,"R",1066119,"R",5071464,"R",0,"R",-5071463,"R",1066120,"R",2340792,"R",2866663,"R",8266,"R",8266,"R",0,"R",1050830,"R",6266551,"R",3925759,"R",0,"R",3925759,"R",5056802,"R",2866663,"R",0,"R",2866663,"R",8266,"R",0,"R",8266,"R",0,"R",0,"R",0,"R",0,"R",0,"R",244835,"R",0,"R",0,"R",8176566,"R",2210817,"R",1465169,"R",0,"R",0,"R",0,"R",0,"R",301309,"R",190110,"R",1972617,"R",1201760,"R",7199216,"R",359235,"R",497952,"R",57215,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12181911,"R",3273489,"R",633224,"R",1304055,"R",941032,"R",0,"R",6030111,"R",0,"R",0, 1
182652,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",131961,"R",0,"R",0,"R",0,"R",0,"R",2000,"R",133961,"R",0,"R",0,"R",0,"R",685152,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5213,"R",113063,"A",,"A",,"R",0,"R",803428,"R",182707,"R",114189,"R",6675,"R",0,"R",0,"R",0,"R",87925,"R",75400,"R",142006,"R",44200,"R",335583,"R",202995,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",754896,"R",436784,"R",34902,"R",27892,"R",14821,"R",0,"R",240497,"A",,"A",,-2
182704,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",593513,"R",0,"R",0,"R",0,"R",0,"R",0,"R",593513,"R",0,"R",0,"R",0,"R",2899957,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",250677,"A",,"A",,"R",83484,"R",3234118,"R",2404943,"R",1566631,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",442580,"R",0,"R",2847523,"R",1566631,"R",0,"R",373102,"R",122961,"R",3991,"R",780838,"A",,"A",,-2
182722,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",375907,"R",0,"R",0,"R",0,"R",0,"R",0,"R",375907,"R",0,"Z",0,"R",0,"R",1748241,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",156314,"A",,"A",,"R",52057,"R",1956612,"R",1386660,"R",928190,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",354861,"R",0,"R",1741521,"R",928190,"R",0,"R",232654,"R",76674,"R",865,"R",503138,"A",,"A",,-2
182892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",150483,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",150483,"R",0,"Z",0,"R",0,"R",457380,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-3903,"R",74755,"A",,"A",,"R",0,"R",528232,"R",271721,"R",203549,"Z",0,"Z",0,"R",6693,"Z",0,"R",136986,"R",42229,"R",11498,"R",7457,"R",83715,"R",4734,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",510613,"R",257969,"R",4735,"R",2323,"R",5621,"R",3917,"R",236048,"A",,"A",,-2
182953,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",316303,"R",6944,"R",3600,"R",3600,"R",0,"R",24925,"R",351772,"R",3740,"R",0,"R",3740,"R",1240814,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",179537,"A",,"A",,"R",0,"R",1420351,"R",727117,"R",727117,"R",0,"R",0,"R",0,"R",0,"R",743005,"R",0,"R",70938,"R",70938,"R",57072,"R",57072,"A",,"A",,"R",0,"A",,"A",,"R",175323,"R",144007,"R",1773455,"R",999134,"R",0,"R",21281,"R",0,"R",0,"R",753040,"A",,"A",,-2
182999,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",88822,"Z",0,"R",59135,"R",59135,"Z",0,"Z",0,"R",147957,"Z",0,"Z",0,"Z",0,"R",206092,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",93031,"A",,"A",,"R",0,"R",299123,"R",111795,"R",65400,"Z",0,"Z",0,"Z",0,"Z",0,"R",119457,"Z",0,"R",57363,"Z",0,"R",100686,"Z",0,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",389301,"R",65400,"R",7001,"R",100686,"R",13482,"Z",0,"R",202732,"A",,"A",,-2
183035,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52050,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",52050,"Z",0,"Z",0,"Z",0,"R",282734,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",282734,"R",60000,"R",60000,"R",0,"Z",0,"R",0,"Z",0,"R",10000,"R",10000,"R",24000,"R",24000,"R",60000,"R",60000,"A",,"A",,"Z",0,"A",,"A",,"R",128734,"R",0,"R",282734,"R",154000,"R",0,"R",85000,"Z",0,"Z",0,"R",43734,"A",,"A",,-2
183202,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68464,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",68464,"Z",0,"Z",0,"Z",0,"R",472534,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",78785,"A",,"A",,"R",177,"R",551496,"R",170842,"R",98256,"Z",0,"Z",0,"Z",0,"Z",0,"R",26263,"R",22073,"R",52003,"R",43706,"R",117139,"Z",0,"A",,"A",,"Z",0,"A",,"A",,"R",305055,"R",0,"R",671302,"R",164035,"R",31140,"R",39899,"R",67440,"R",9800,"R",358988,"A",,"A",,-2
183488,"R",2717839,"R",0,"R",115201,"R",0,"R",956647,"R",0,"R",1761192,"R",2717839,"R",0,"R",0,"R",1033777,"R",0,"R",0,"R",1033777,"R",918576,"R",115201,"R",6428177,"R",6401470,"R",189561,"R",216268,"R",0,"R",1869216,"R",-324292,"R",1761192,"R",1455914,"R",0,"R",264930,"R",264930,"R",0,"R",0,"R",1720844,"R",0,"R",0,"R",0,"R",6428177,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",6428177,"R",2349296,"R",1900000,"R",0,"R",0,"R",0,"R",0,"R",1018878,"R",950000,"R",1000000,"R",750000,"R",1100000,"R",850000,"R",0,"R",0,"R",0,"A",,"A",,"R",933296,"R",0,"R",6401470,"R",4450000,"R",1300000,"R",50000,"R",0,"R",0,"R",601470,"A",,"A",,-2
183725,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2579462,"R",54698,"R",73465,"R",66065,"R",7400,"R",151771,"R",2859396,"R",151771,"R",0,"R",151771,"R",8698234,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2641,"R",7574,"A",,"A",,"R",0,"R",8708449,"R",2834414,"R",1947179,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1652859,"R",625281,"R",2726289,"R",406788,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",7213562,"R",2979248,"R",411976,"R",896054,"R",44587,"R",0,"R",2881697,"A",,"A",,-2
183789,"R",39227461,"R",0,"R",19552141,"R",0,"R",12151238,"R",0,"R",27076223,"R",39227461,"R",0,"R",0,"R",5850457,"R",0,"R",25078969,"R",30929426,"R",11377285,"R",19552141,"R",72955889,"R",72291495,"R",0,"R",664394,"R",-598800,"R",27010629,"R",0,"R",27076223,"R",14816396,"R",836257,"R",14035853,"R",14035853,"R",0,"R",22533045,"R",52221551,"R",22533045,"R",0,"R",22533045,"R",72193073,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",132770,"R",0,"R",282832,"R",0,"R",347214,"R",72955889,"R",27341642,"R",17242272,"R",0,"R",0,"R",0,"R",0,"R",5061111,"R",2995079,"R",23410074,"R",12027820,"R",11159041,"R",5090611,"R",5319627,"R",1345834,"R",0,"R",0,"R",0,"R",0,"R",0,"R",72291495,"R",38701616,"R",7506953,"R",7898295,"R",1385017,"R",0,"R",16799614,"A",,"A",,-2
184047,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",169859,"R",48000,"R",5400,"R",5400,"Z",0,"Z",0,"R",223259,"Z",0,"Z",0,"Z",0,"R",696665,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",696665,"R",198317,"R",141574,"Z",0,"Z",0,"Z",0,"Z",0,"R",22711,"R",13527,"R",78687,"R",11774,"R",1112818,"R",184230,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",1412533,"R",351105,"R",34360,"R",824544,"R",34664,"R",0,"R",167860,"A",,"A",,-2
184056,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1455952,"R",55793,"Z",0,"Z",0,"Z",0,"Z",0,"R",1511745,"Z",0,"Z",0,"Z",0,"R",4282755,"R",1511745,"Z",0,"R",1511745,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",5794500,"R",2374407,"R",1554140,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",263902,"R",225222,"R",1233227,"R",280434,"A",,"A",,"Z",0,"A",,"A",,"R",2023734,"R",0,"R",5895270,"R",2059796,"R",326201,"R",622406,"R",7736,"R",0,"R",2879131,"A",,"A",,-2
184278,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",138221,"R",0,"R",0,"R",0,"R",0,"R",0,"R",138221,"R",0,"R",0,"R",0,"R",2100825,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",198,"R",0,"A",,"A",,"R",0,"R",2101023,"R",957544,"R",455000,"R",0,"R",0,"R",0,"R",0,"R",488513,"R",45000,"R",420725,"R",20000,"R",187579,"R",100000,"A",,"A",,"R",0,"A",,"A",,"R",150021,"R",0,"R",2204382,"R",620000,"R",0,"R",420725,"R",150021,"R",0,"R",1013636,"A",,"A",,-2
184427,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1174077,"R",40909,"Z",0,"Z",0,"Z",0,"Z",0,"R",1214986,"Z",0,"Z",0,"Z",0,"R",4632013,"R",1214986,"Z",0,"R",1214986,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",5846999,"R",1485619,"R",905279,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",145363,"R",132887,"R",1053145,"R",360359,"A",,"A",,"Z",0,"A",,"A",,"R",2155750,"R",0,"R",4839877,"R",1398525,"R",201686,"R",798186,"R",480395,"R",18000,"R",1943085,"A",,"A",,-2
184506,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",519210,"R",6975,"R",45340,"R",45340,"R",0,"R",24825,"R",596350,"R",0,"R",0,"R",0,"R",1258331,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26532,"A",,"A",,"R",274655,"R",1559518,"R",884782,"R",215494,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74702,"R",55950,"R",181712,"R",51520,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1141196,"R",322964,"R",108240,"R",194401,"R",68094,"R",0,"R",447497,"A",,"A",,-2
